nom_original,noms_unifie
MAARKEDAL,Маркедал
MAARKEDAL,马尔克达尔
MAARKEDAL,Maarkedal
Maarke-Kerkem,Kerkem
Maarke-Kerkem,Maarke
Maarke-Kerkem,Maarke-Kerkem
Maarke-Kerkem,Maercke-Kerkhem
MAASEIK,MAASEIK
MAASEIK,Maaseik
MAASEIK,Mezeik
MAASEIK,shhrstan mzk
MAASEIK,شهرستان مزک
MAASEIK,di Maaseik
MAASEIK,Maaseik
MAASEIK,Maasejk
MAASEIK,Maaseik
MAASEIK,Maaseik
MAASEIK,Arondisamant Maaseik
MAASEIK,Maaseiki ringkond
MAASEIK,Маасейк
MAASEIK,Maaseik
MAASMECHELEN,Massmechelen
MAASMECHELEN,Maasmechelen
MAASMECHELEN,Mechelen
MAASMECHELEN,ma si mei he lun
MAASMECHELEN,マースメヘレン
MAASMECHELEN,Маасмехелене
MAASMECHELEN,มาสเมเคอเลิน
MAASMECHELEN,mas me khexlein
MAASMECHELEN,Masmekhelen
MAASMECHELEN,masumeheren
MAASMECHELEN,Масмехелен
MAASMECHELEN,马斯梅赫伦
MAASMECHELEN,Maasmekhelen
MAASMECHELEN,Maasmekhelene
MAASMECHELEN,Маасмехелен
MAASMECHELEN,ماسميخيلين
MAASMECHELEN,MAASMECHELEN
MAASMECHELEN,Mechele
MAASMECHELEN,masmykhylyn
MAASMECHELEN,مئامشلان
MAASMECHELEN,myamshlan
Mabompré,Houffalize (Mabompré)
Mabompré,Mabompré
Mabompré,Houffalize (Mabompre)
Mabompré,Mabompre
Machelen (Oost-Vlaanderen),mshwlan
Machelen (Oost-Vlaanderen),马赫伦
Machelen (Oost-Vlaanderen),Махелен
Machelen (Oost-Vlaanderen),مشولان
Machelen (Oost-Vlaanderen),Machelen
Machelen (Oost-Vlaanderen),Makhelen
Machelen (Oost-Vlaanderen),Machelen (Oost-Vlaanderen)
Machelen (Oost-Vlaanderen),ma he lun
MACHELEN (Vlaams-Brabant),mshwlan
MACHELEN (Vlaams-Brabant),马赫伦
MACHELEN (Vlaams-Brabant),Махелен
MACHELEN (Vlaams-Brabant),مشولان
MACHELEN (Vlaams-Brabant),Machelen
MACHELEN (Vlaams-Brabant),Makhelen
MACHELEN (Vlaams-Brabant),ma he lun
MACHELEN (Vlaams-Brabant),MACHELEN (Vlaams-Brabant)
Macon,Macon
Macon,Momignies (Macon)
Macquenoise,Macquenoise
Macquenoise,Momignies (Macquenoise)
Maffe,Havelange (Maffe)
Maffe,Maffe
Maffle,Maffle
Magnée,Fleron (Magnee)
Magnée,Magnée
Magnée,Fléron (Magnée)
Magnée,Magnee
Maillen,Assesse (Maillen)
Maillen,Maillen
Mainvault,Mainvault
Maisières,Maisieres
Maisières,Maisières
Maissin,Maissin
Maizeret,Maizeret
Mal,Mall
Mal,Mal
MALDEGEM,Donk
MALDEGEM,MALDEGEM
MALDEGEM,Donck
MALDEGEM,Maldegem
Malderen,Londerzeel (Malderen)
Malderen,Malderen
Malempré,Malempre
Malempré,Malempré
Malèves-Sainte-Marie-Wastines,Maleves
Malèves-Sainte-Marie-Wastines,Maleves-Sainte-Marie-Wastines
Malèves-Sainte-Marie-Wastines,Malèves-Sainte-Marie-Wastines
Malèves-Sainte-Marie-Wastines,Malèves
MALLE,Мале
MALLE,مل، آنتوئر
MALLE,ml  antwyr
MALLE,马莱
MALLE,Male
MALLE,MALLE
MALLE,Malle
MALLE,ma lai
MALMEDY,Malmünd
MALMEDY,Mamdey
MALMEDY,Måmdey
MALMEDY,Malmuend
MALMEDY,Malmédy
MALMEDY,MALMEDY
MALMEDY,Malmedy
Malonne,Namur (Malonne)
Malonne,Malonne
Malvoisin,Gedinne (Malvoisin)
Malvoisin,Malvoisin
MANAGE,MANAGE
MANAGE,Manadje
MANAGE,Manage
MANAGE,Manazh
MANAGE,mnzh
MANAGE,Манаж
MANAGE,منژ
Manderfeld,Mamderseld
Manderfeld,Manderfeld
Manderfeld,Manderfield
MANHAY,Manhé
MANHAY,Мане
MANHAY,mnh
MANHAY,Manhay
MANHAY,MANHAY
MANHAY,Manhe
MANHAY,ma nai
MANHAY,منه
MANHAY,Mane
MANHAY,马奈
Mannekensvere,Mannekensvere
Maransart,Maransart
Maransart,Lasne (Maransart)
Marbais,Villers-la-Ville (Marbais)
Marbais,Marbais
Marbaix,Marbaix-la-Tour
Marbaix,Ham-sur-Heure-Nalinnes (Marbaix)
Marbaix,Marbaix
MARCHE-EN-FAMENNE,Marche-en-Famenne
MARCHE-EN-FAMENNE,Marche-en-Famenne
MARCHE-EN-FAMENNE,Marche-en-Famenne
MARCHE-EN-FAMENNE,Marche
MARCHE-EN-FAMENNE,MARCHE-EN-FAMENNE
Marche-les-Dames,Marche-les-Dames
Marche-lez-Écaussinnes,Marche-lez-Ecaussinnes
Marche-lez-Écaussinnes,Marche-lez-Écaussinnes
Marche-lez-Écaussinnes,Marche-lez Écaussines
Marche-lez-Écaussinnes,Marche-lez Ecaussines
Marchienne-au-Pont,Marchienne-au-Pont
Marchienne-au-Pont,Marciene
Marchienne-au-Pont,Charleroi (Marchienne-au-Pont)
Marchienne-au-Pont,Mårciene
MARCHIN,ma er shang
MARCHIN,mrshn
MARCHIN,Marchin
MARCHIN,MARCHIN
MARCHIN,Marcin
MARCHIN,Mårcin
MARCHIN,马尔尚
MARCHIN,Marshen
MARCHIN,Маршен
MARCHIN,مرشن
Marchipont,Marchipont
Marchovelette,Fernelmont (Marchovelette)
Marchovelette,Marchovelette
Marcinelle,Charleroi (Marcinelle)
Marcinelle,Mårcinele
Marcinelle,Marcinele
Marcinelle,Marcinelle
Marcourt,Marcour
Marcourt,Marcourt
Marcq,La Marcq Ruisseau
Marcq,De Mark
Marcq,Marcq
Marcq,La Marcq Riviere
Marcq,Mark
Marcq,La Marcq Rivière
Marcq,Marcke
Marenne,Marenne
Mariakerke (Oost-Vlaanderen),Mariakerke (Oost-Vlaanderen)
Mariakerke (Oost-Vlaanderen),Mariakerke
Mariakerke (West-Vlaanderen),Mariakerke
Mariakerke (West-Vlaanderen),Mariakerke (West-Vlaanderen)
Mariekerke,Bornem (Mariekerke)
Mariekerke,Mariekerke
Mariembourg,Mariembourg
Mariembourg,Marienbourg
Marilles,Marilles
Marke,Marcke
Marke,Marke
Markegem,Markegem
Markegem,Marckeghem
Marneffe,Marneffe
Marneffe,Burdinne (Marneffe)
Marquain,Marquain
MARTELANGE,Måtlindje
MARTELANGE,mrtwlanzh
MARTELANGE,ma te lang ri
MARTELANGE,Nartelange
MARTELANGE,马特朗日
MARTELANGE,MARTELANGE
MARTELANGE,مرتولانژ
MARTELANGE,Мартеланж
MARTELANGE,Martelarge
MARTELANGE,Matlindje
MARTELANGE,Martelange
MARTELANGE,Martelanzh
Martenslinde,Bilzen (Martenslinde)
Martenslinde,Martenslinde
Martouzin-Neuville,Martouzin
Martouzin-Neuville,Martouzin-Neuville
Masbourg,Masbourg
Masnuy-Saint-Jean,Masnuy-Saint-Jean
Masnuy-Saint-Jean,Masnuy-Saint-Jean
Masnuy-Saint-Jean,Masnuy-Saint-Jean
Masnuy-Saint-Pierre,Masnuy-Saint-Pierre
Massemen,Massemen
Massenhoven,Zandhoven (Massenhoven)
Massenhoven,Massenhoven
Matagne-la-Grande,Doische (Matagne-la-Grande)
Matagne-la-Grande,Matagne-la-Grande
Matagne-la-Petite,Matagne-la-Petite
Matagne-la-Petite,Doische (Matagne-la-Petite)
Mater,Maeter
Mater,Mater
Maubray,Maubray
Maulde,Maulde
Maurage,Maurage
Mazée,Mazée
Mazée,Viroinval (Mazée)
Mazée,Mazee
Mazée,Viroinval (Mazee)
Mazenzele,Maxenzeel
Mazenzele,Mazenzele
Mazy,Gembloux (Mazy)
Mazy,Mazy
Méan,Mean
Méan,Havelange (Mean)
Méan,Havelange (Méan)
Méan,Méan
MECHELEN,מכלן
MECHELEN,ZGP
MECHELEN,me khexlein
MECHELEN,Mechelen
MECHELEN,Мехелен
MECHELEN,Meĥleno
MECHELEN,mehellen
MECHELEN,mshlan
MECHELEN,mkln
MECHELEN,Mecheln
MECHELEN,مشلان
MECHELEN,Горад Мехелен
MECHELEN,Mechele
MECHELEN,Malines
MECHELEN,메헬렌
MECHELEN,Malinas
MECHELEN,เมเคอเลิน
MECHELEN,Mechlin
MECHELEN,Mekhelen
MECHELEN,メヘレン
MECHELEN,mei he lun
MECHELEN,Mehleno
MECHELEN,meheren
MECHELEN,Mechelenas
MECHELEN,梅赫伦
MECHELEN,MECHELEN
MECHELEN,Gorad Mekhelen
MECHELEN,Mechlinia
Mechelen-aan-de-Maas,Massmechelen
Mechelen-aan-de-Maas,Maasmechelen
Mechelen-aan-de-Maas,Mechelen
Mechelen-aan-de-Maas,Mechelen-aan-de-Maas
Mechelen-aan-de-Maas,ma si mei he lun
Mechelen-aan-de-Maas,マースメヘレン
Mechelen-aan-de-Maas,Маасмехелене
Mechelen-aan-de-Maas,มาสเมเคอเลิน
Mechelen-aan-de-Maas,mas me khexlein
Mechelen-aan-de-Maas,Masmekhelen
Mechelen-aan-de-Maas,masumeheren
Mechelen-aan-de-Maas,Масмехелен
Mechelen-aan-de-Maas,马斯梅赫伦
Mechelen-aan-de-Maas,Maasmekhelen
Mechelen-aan-de-Maas,Maasmekhelene
Mechelen-aan-de-Maas,Маасмехелен
Mechelen-aan-de-Maas,ماسميخيلين
Mechelen-aan-de-Maas,Mechele
Mechelen-aan-de-Maas,masmykhylyn
Mechelen-aan-de-Maas,مئامشلان
Mechelen-aan-de-Maas,myamshlan
Mechelen-Bovelingen,Marlinne
Mechelen-Bovelingen,Mechelen
Mechelen-Bovelingen,Mechelen-Bovelingen
Meeffe,Meeffe
Meensel-Kiezegem,Meensel-Kieseghem
Meensel-Kiezegem,Meensel
Meensel-Kiezegem,Tielt-Winge (Meensel-Kiezegem)
Meensel-Kiezegem,Meensel-Kiezegem
Meer,Meer
Meer,Hoogstraten (Meer)
Meer,Mheer
Meer,Mheerberg
Meer,De Meer
Meerbeek,Meerbeek
Meerbeke,Meerbeke
Meerdonk,Meerdonck
Meerdonk,Meerdonk
MEERHOUT,梅尔豪特
MEERHOUT,Мерхаут
MEERHOUT,mrw
MEERHOUT,مرو
MEERHOUT,Merkhaut
MEERHOUT,mei er hao te
MEERHOUT,MEERHOUT
MEERHOUT,Meerhout
Meerle,Meerle
Meeswijk,Maasmechelen (Meeswijk)
Meeswijk,Meeswijk
Meeswijk,Meeswyck
Meetkerke,Meetkerke
Meeuwen,Meeuwen-Gruitrode (Meeuwen)
Meeuwen,Meuwen
Meeuwen,Meeuwen
MEEUWEN-GRUITRODE,mewwein-khery tordex
MEEUWEN-GRUITRODE,مئوان-گروئیترود
MEEUWEN-GRUITRODE,Meeuwen-Gruitrode
MEEUWEN-GRUITRODE,Miëve-Roj
MEEUWEN-GRUITRODE,Meuen-Grojtrode
MEEUWEN-GRUITRODE,mywan-grwyytrwd
MEEUWEN-GRUITRODE,เมวเวิน-เครยโตรเดอ
MEEUWEN-GRUITRODE,梅厄文－赫雷特罗德
MEEUWEN-GRUITRODE,MEEUWEN-GRUITRODE
MEEUWEN-GRUITRODE,Mieve-Roj
MEEUWEN-GRUITRODE,mei e wen-he lei te luo de
MEEUWEN-GRUITRODE,Меуен-Гройтроде
Mehaigne,La Méhaigne
Mehaigne,Eghezee (Mehaigne)
Mehaigne,Éghezée (Mehaigne)
Mehaigne,Mehaigne
Mehaigne,La Mehaigne
Meigem,Meygem
Meigem,Meigem
Meilegem,Meylegem
Meilegem,Meilegem
MEISE,mai ze
MEISE,迈泽
MEISE,Мейсе
MEISE,Mejse
MEISE,Meysse
MEISE,mz
MEISE,مز
MEISE,MEISE
MEISE,Meise
MEIX-DEVANT-VIRTON,Meix-devant-Virton
MEIX-DEVANT-VIRTON,Mech-divant-Vierton
MEIX-DEVANT-VIRTON,Мекс деван Виртон
MEIX-DEVANT-VIRTON,梅德旺维通
MEIX-DEVANT-VIRTON,mei de wang wei tong
MEIX-DEVANT-VIRTON,Мекс-деван-Виртон
MEIX-DEVANT-VIRTON,mks-dwan-wyrtn
MEIX-DEVANT-VIRTON,Meks devan Virton
MEIX-DEVANT-VIRTON,مکس-دوان-ویرتن
MEIX-DEVANT-VIRTON,Méch-divant-Vierton
MEIX-DEVANT-VIRTON,MEIX-DEVANT-VIRTON
MEIX-DEVANT-VIRTON,Meks-devan-Virton
Meix-le-Tige,Meix-le-Tige
Melden,Melden
Meldert,Lummen (Meldert)
Meldert,Hoegaarden (Meldert)
Meldert,Meldert
Meldert,Lummen (Meldert)
Meldert,Hoegaarden (Meldert)
Meldert,Meldert
Meldert (Vlaams-Brabant),Lummen (Meldert)
Meldert (Vlaams-Brabant),Meldert (Vlaams-Brabant)
Meldert (Vlaams-Brabant),Hoegaarden (Meldert)
Meldert (Vlaams-Brabant),Meldert
Melen,Soumagne (Melen)
Melen,Melen
Mélin,Jodoigne (Mélin)
Mélin,Jodoigne (Melin)
Mélin,Mélin
Mélin,Melin
Melkwezer,Melkwezer
Melkwezer,Linter (Melkwezer)
Melkwezer,Melckweser
MELLE,ml  gan
MELLE,MELLE
MELLE,Melle
MELLE,梅莱
MELLE,Mele
MELLE,مل، گان
MELLE,mei lai
MELLE,Меле
MELLE,Мелле
Mellery,Mellery
Mellery,Villers-la-Ville (Mellery)
Melles,Melles
Mellet,Mellet
Mellet,Les Bons Villers (Mellet)
Mellier,Mellier
Melsbroek,Melsbroeck
Melsbroek,Melsbroek
Melsbroek,Steenokkerzeel (Melsbroek)
Melsele,Melsele
Melsen,Melsen
Membach,Baelen (Membach)
Membach,Membach
Membre,Vresse-sur-Semois (Membre)
Membre,Membre
Membruggen,Riemst (Membruggen)
Membruggen,Membruggen
Mendonk,Mendonk
Mendonk,Mendonck
MENEN,Mêenn
MENEN,mei nen
MENEN,Meenn
MENEN,MENEN
MENEN,Menen
MENEN,Menin
MENEN,Mjeenn
MENEN,梅嫩
MENEN,mnn
MENEN,منن
MENEN,Meenen
MENEN,Менен
MERBES-LE-CHÂTEAU,Merbes-le-Château
MERBES-LE-CHÂTEAU,mrbwl-shtw
MERBES-LE-CHÂTEAU,Мерб льо Шато
MERBES-LE-CHÂTEAU,MERBES-LE-CHÂTEAU
MERBES-LE-CHÂTEAU,Merb l'o Shato
MERBES-LE-CHÂTEAU,مربول-شتو
MERBES-LE-CHÂTEAU,Merbes-le-Chateau
Merbes-Sainte-Marie,Merbes-le-Château (Merbes-Sainte-Marie)
Merbes-Sainte-Marie,Merbes-le-Chateau (Merbes-Sainte-Marie)
Merbes-Sainte-Marie,Merbes-Sainte-Marie
MERCHTEM,Merchtem
MERCHTEM,梅尔赫特姆
MERCHTEM,Merkhtem
MERCHTEM,mrktm
MERCHTEM,MERCHTEM
MERCHTEM,مرکتم
MERCHTEM,mei er he te mu
MERCHTEM,Мерхтем
Merdorp,Merdorp
Merdorp,Hannut (Merdorp)
Mere,Meire
Mere,Meere
Mere,Mere
MERELBEKE,مورلبوک
MERELBEKE,mwrlbwk
MERELBEKE,Мерелбеке
MERELBEKE,Merelbeke
MERELBEKE,Meirelbeke
MERELBEKE,梅勒尔贝克
MERELBEKE,mei lei er bei ke
MERELBEKE,MERELBEKE
Merendree,Merendree
Merendree,Meerendré
Merendree,Meerendre
Merkem,Merkem
Merkem,Kemerke
Merksem,Merksem
Merksem,Merxem
Merksem,Antwerpen (Merksem)
MERKSPLAS,梅克斯普拉斯
MERKSPLAS,Merksplas
MERKSPLAS,mei ke si pu la si
MERKSPLAS,mrksplh
MERKSPLAS,MERKSPLAS
MERKSPLAS,ميركسبلاس
MERKSPLAS,Мерксплас
MERKSPLAS,Merxplas
MERKSPLAS,myrksblas
MERKSPLAS,مرکسپله
Merlemont,Philippeville (Merlemont)
Merlemont,Merlemont
MESEN,Meessen
MESEN,Mesen
MESEN,Messines
MESEN,MESEN
MESEN,Meesen
Meslin-l’Évêque,Meslin-l'Eveque
Meslin-l’Évêque,Meslin-l’Évêque
Meslin-l’Évêque,Meslin-l'Évêque
Mesnil-Église,Mesnil-Eglise
Mesnil-Église,Mesnil-Église
Mesnil-Saint-Blaise,Mesnil-Saint-Blaise
Mespelare,Mespelare
Mespelare,Mespelaere
MESSANCY,MESSANCY
MESSANCY,Месансі
MESSANCY,Messancy
MESSANCY,Месанси
MESSANCY,مسانسی
MESSANCY,Mesansi
MESSANCY,梅桑西
MESSANCY,mei sang xi
MESSANCY,msansy
MESSANCY,Messanceye
MESSANCY,Miezeg
Messelbroek,Scherpenheuvel-Zichem (Messelbroek)
Messelbroek,Messelbroek
Messelbroek,Messelbroeck
Mesvin,Mesvin
Mettekoven,Mettecoven
Mettekoven,Mettekoven
METTET,mth
METTET,Мете
METTET,mei tai
METTET,梅泰
METTET,Metet
METTET,مته
METTET,Mettet
METTET,Mete
METTET,METTET
MEULEBEKE,MEULEBEKE
MEULEBEKE,Meulebeek
MEULEBEKE,Meulebeke
Meux,La Bruyere (Meux)
Meux,La Bruyère (Meux)
Meux,Meux
Mévergnies,Mévergnies-Lez-Lens
Mévergnies,Mevergnies
Mévergnies,Mévergnies-lez-Lens
Mévergnies,Mévergnies
Mévergnies,Mevergnies-Lez-Lens
Mévergnies-lez-Lens,Mévergnies-Lez-Lens
Mévergnies-lez-Lens,Mevergnies
Mévergnies-lez-Lens,Mévergnies-lez-Lens
Mévergnies-lez-Lens,Mévergnies
Mévergnies-lez-Lens,Mevergnies-Lez-Lens
Meyerode,Meyrode
Meyerode,Meyerode
Michelbeke,Michelbeke
Micheroux,Micheroux
Micheroux,Soumagne (Micheroux)
Middelburg,Middelburg
Middelburg,Middelbourg
MIDDELKERKE,Миделкерке
MIDDELKERKE,Middelkerke
MIDDELKERKE,Middelkerke Bains
MIDDELKERKE,Midelkerke
MIDDELKERKE,mi de er ke er ke
MIDDELKERKE,mydlkrk
MIDDELKERKE,MIDDELKERKE
MIDDELKERKE,میدلکرک
MIDDELKERKE,Middelkerke-Baden
MIDDELKERKE,米德尔克尔克
Miécret,Havelange (Miecret)
Miécret,Havelange (Miécret)
Miécret,Miécret
Miécret,Miecret
Mielen-Boven-Aalst,Mielen-boven-Aalst
Mielen-Boven-Aalst,Mielen-Boven-Aalst
Mielen-Boven-Aalst,Gingelom (Mielen-boven-Aalst)
Mielen-Boven-Aalst,Mielen-sur-Aelst
Mignault,Mignault
Millen,Riemst (Millen)
Millen,Millen
Milmort,Milmort
Minderhout,Hoogstraten (Minderhout)
Minderhout,Minderhout
Mirwart,Mirwart
MODAVE,莫达沃
MODAVE,MODAVE
MODAVE,mo da wo
MODAVE,Модав
MODAVE,Modav
MODAVE,مودو
MODAVE,Modave
MODAVE,mwdw
Moelingen,Moelingen
Moelingen,Voeren (Moelingen)
Moelingen,Fourons (Mouland)
Moelingen,Mouland
Moen,Moen
Moerbeke,Moerbeke
Moerbeke,Moerbeke-Waas
MOERBEKE-WAAS,Moerbeke
MOERBEKE-WAAS,Moerbeke-Waas
MOERBEKE-WAAS,MOERBEKE-WAAS
Moere,De Moeren
Moere,Moeres
Moere,Moere
Moerkerke,Moerkerke
Moerzeke,Moerseke
Moerzeke,Moerzeke
Moha,Wanze (Moha)
Moha,Moha
Mohiville,Hamois (Mohiville)
Mohiville,Mohiville
Moignelée,Moignelee
Moignelée,Sambreville (Moignelée)
Moignelée,Sambreville (Moignelee)
Moignelée,Moignelée
Moircy,Moircy
MOL,mwl
MOL,Moll
MOL,مول، بلجيكا
MOL,Mol
MOL,mol
MOL,MOL
MOL,몰
MOL,Мол
MOL,mo er
MOL,مول
MOL,莫尔
MOL,Moli vald
MOL,mwl  bljyka
Molenbaix,Molembaix
Molenbaix,Molenbaix
MOLENBEEK-SAINT-JEAN,Molenbeek-Saint-Jean
MOLENBEEK-SAINT-JEAN,Brussel (Sint-Jans-Molenbeek)
MOLENBEEK-SAINT-JEAN,MOLENBEEK-SAINT-JEAN
MOLENBEEK-SAINT-JEAN,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek
MOLENBEEK-SAINT-JEAN,Sint-Jans-Molenbeek
MOLENBEEK-SAINT-JEAN,Bruxelles (Molenbeek-Saint-Jean)
MOLENBEEK-SAINT-JEAN,Molenbeek-Saint-Jean - Sint-Jans-Molenbeek
Molenbeek-Wersbeek,Molenbeek-Wersbeek
Molenbeek-Wersbeek,Molenbeek
Molenbeersel,Kinrooi (Molenbeersel)
Molenbeersel,Molenbeersel
Molenstede,Molenstede
Mollem,Molhem
Mollem,Mollem
Momalle,Momalle
Momalle,Remicourt (Momalle)
MOMIGNIES,mwmyny
MOMIGNIES,MOMIGNIES
MOMIGNIES,Момини
MOMIGNIES,Momignies
MOMIGNIES,Momin'i
MOMIGNIES,مومینی
MOMIGNIES,Моминьи
MOMIGNIES,Momini
Monceau,Bievre (Monceau-en-Ardenne)
Monceau,Monceau-en-Ardenne
Monceau,Monceau
Monceau,Bièvre (Monceau-en-Ardenne)
Monceau-en-Ardenne,Bievre (Monceau-en-Ardenne)
Monceau-en-Ardenne,Monceau-en-Ardenne
Monceau-en-Ardenne,Bièvre (Monceau-en-Ardenne)
Monceau-Imbrechies,Momignies (Monceau-Imbrechies)
Monceau-Imbrechies,Monceau-Imbrechies
Monceau-sur-Sambre,Charleroi (Monceau-sur-Sambre)
Monceau-sur-Sambre,Monceau-sur-Sambre
MONS,Mons
MONS,Mons
MONS,Mons
MONS,Monsi ringkond
MONS,MONS
MONS,Bergen
MONS,Монс
MONS,Bergen
MONS,Mons
MONS,Mons
MONS,Bezirk Mons
MONS,蒙斯區
MONS,شهرستان من
MONS,Arondisamant Mons
MONS,meng si qu
MONS,shhrstan mn
MONS,Berge
MONS,di Mons
Mons (Liège),Flemalle (Mons-lez-Liege)
Mons (Liège),Mons (Liège)
Mons (Liège),Mons-lez-Liege
Mons (Liège),Flémalle (Mons-lez-Liège)
Mons (Liège),Mons-lez-Liège
Mons-lez-Liège,Flemalle (Mons-lez-Liege)
Mons-lez-Liège,Mons-lez-Liege
Mons-lez-Liège,Flémalle (Mons-lez-Liège)
Mons-lez-Liège,Mons-lez-Liège
Monstreux,Monstreux
Mont,Горад Монс
Mont,Մոնս
Mont,Montes
Mont,mwn
Mont,Bergn
Mont,mongseu
Mont,mamsa
Mont,มงส์
Mont,Monsa
Mont,Monsas
Mont,몽스
Mont,monsu
Mont,meng si
Mont,مون
Mont,Berge
Mont,mwns
Mont,مونس
Mont,Mons
Mont,Gorad Mons
Mont,Bergen
Mont,蒙斯
Mont,Монс
Mont,Mont
Mont,Mon
Mont,モンス
Mont,माँस
Mont,מונס
Mont,Μονς
Mont,mngs
Mont,Горад Монс
Mont,Մոնս
Mont,Montes
Mont,mwn
Mont,Bergn
Mont,mongseu
Mont,mamsa
Mont,มงส์
Mont,Monsa
Mont,Monsas
Mont,몽스
Mont,monsu
Mont,meng si
Mont,مون
Mont,Berge
Mont,mwns
Mont,مونس
Mont,Mons
Mont,Gorad Mons
Mont,Bergen
Mont,蒙斯
Mont,Монс
Mont,Mont
Mont,Mon
Mont,モンス
Mont,माँस
Mont,מונס
Mont,Μονς
Mont,mngs
Montbliart,Montbliart
MONT-DE-L’ENCLUS,MONT-DE-L’ENCLUS
MONT-DE-L’ENCLUS,Mont-de-l'Enclus
MONT-DE-L’ENCLUS,Mont de l'Enclus
Montegnée,Montegnee
Montegnée,Saint-Nicolas (Montegnée)
Montegnée,Saint-Nicolas (Montegnee)
Montegnée,Montegnée
Montenaken,Montenaken
Montenaken,Gingelom (Montenaken)
Montenaken,Montenaaken
Montenaken,Montenaeken
Mont-Gauthier,Mont-Gauthier
Montignies-lez-Lens,Montignies
Montignies-lez-Lens,Montignies-lez-Lens
Montignies-Saint-Christophe,Montignies-Saint-Christophe
Montignies-sur-Roc,Montignies-sur-Roc
Montignies-sur-Sambre,Montignies-sur-Sambre
Montignies-sur-Sambre,Charleroi (Montignies-sur-Sambre)
MONTIGNY-LE-TILLEUL,MONTIGNY-LE-TILLEUL
MONTIGNY-LE-TILLEUL,mwntyny-lw-tywl
MONTIGNY-LE-TILLEUL,Монтиньи-ле-Тийёль
MONTIGNY-LE-TILLEUL,Монтини льо Тийол
MONTIGNY-LE-TILLEUL,Montniye-Tiyou
MONTIGNY-LE-TILLEUL,Montin'i-le-Tijjol'
MONTIGNY-LE-TILLEUL,Montniye-Tiyoû
MONTIGNY-LE-TILLEUL,Montignies-le-Tilleul
MONTIGNY-LE-TILLEUL,Montigny-le-Tilleul
MONTIGNY-LE-TILLEUL,Montini l'o Tijol
MONTIGNY-LE-TILLEUL,مونتینی-لو-تیول
Montleban,Montleban
Montrœul-au-Bois,Montroeul-au-Bois
Montrœul-au-Bois,Montrœul-au-Bois
Montrœul-sur-Haine,Montroeul-sur-Haine
Montrœul-sur-Haine,Montrœul-sur-Haine
Montrœul-sur-Haine,Montroeul
Mont-Saint-André,Ramillies (Mont-Saint-Andre)
Mont-Saint-André,Mont-Saint-Andre
Mont-Saint-André,Ramillies (Mont-Saint-André)
Mont-Saint-André,Mont-Saint-André
Mont-Saint-Aubert,Mont-Saint-Aubert
Mont-Sainte-Aldegonde,Mont-Sainte-Aldegonde
Mont-Sainte-Geneviève,Mont-Sainte-Geneviève
Mont-Sainte-Geneviève,Mont-Sainte-Genevieve
MONT-SAINT-GUIBERT,Мон Сен Гибер
MONT-SAINT-GUIBERT,蒙－圣吉贝尔
MONT-SAINT-GUIBERT,Мон-Сен-Гибер
MONT-SAINT-GUIBERT,Mont-Sint-Wubert
MONT-SAINT-GUIBERT,MONT-SAINT-GUIBERT
MONT-SAINT-GUIBERT,meng-sheng ji bei er
MONT-SAINT-GUIBERT,mwn-sn-zhybh
MONT-SAINT-GUIBERT,مون-سن-ژیبه
MONT-SAINT-GUIBERT,Mont-Saint-Guibert
MONT-SAINT-GUIBERT,Mon Sen Giber
MONT-SAINT-GUIBERT,Mon-Sen-Giber
Mont-sur-Marchienne,Mont-sur-Marchienne
Mont-sur-Marchienne,Charleroi (Mont-sur-Marchienne)
Montzen,Plombières (Montzen)
Montzen,Plombieres (Montzen)
Montzen,Montzen
Moorsel,Moorsel
Moorsele,Moorsele
Moorsele,Moorseele
MOORSLEDE,Morslede
MOORSLEDE,Môoslee
MOORSLEDE,Moorslede
MOORSLEDE,mo er si lai de
MOORSLEDE,Морследе
MOORSLEDE,莫尔斯莱德
MOORSLEDE,MOORSLEDE
MOORSLEDE,mwrslwd
MOORSLEDE,Mooslee
MOORSLEDE,مورسلود
Moortsele,Moortzeele
Moortsele,Moortsele
Mopertingen,Mopertingen
Mopertingen,Bilzen (Mopertingen)
Moregem,Mooregem
Moregem,Moregem
Moresnet,Plombieres (Moresnet)
Moresnet,Moresnet
Moresnet,Plombières (Moresnet)
Morhet,Morhet
Morialmé,Morialme
Morialmé,Florennes (Morialmé)
Morialmé,Morialmé
Morialmé,Florennes (Morialme)
Morkhoven,Morckhoven
Morkhoven,Morkhoven
MORLANWELZ,Morlanwelz
MORLANWELZ,Marlanwè
MORLANWELZ,MORLANWELZ
MORLANWELZ,Marlanwe
Morlanwelz-Mariemont,Morlanwelz
Morlanwelz-Mariemont,Morlanwelz-Mariemont
Mormont,Mormont
Mornimont,Mornimont
Mornimont,Jemeppe-sur-Sambre (Mornimont)
Mortier,Mortier
Mortier,Blegny (Mortier)
Mortier,Blégny (Mortier)
Mortroux,Dalhem (Mortroux)
Mortroux,Mortroux
MORTSEL,Mortensella
MORTSEL,Mortsel
MORTSEL,مرتزل
MORTSEL,mrtzl
MORTSEL,莫策尔
MORTSEL,mo ce er
MORTSEL,Мортсел
MORTSEL,MORTSEL
Morville,Morville
Moulbaix,Moulbaix
Mourcourt,Mourcourt
MOUSCRON,Moeskroen
MOUSCRON,Musera
MOUSCRON,ムスクロン
