#,prenoms,Aantal in België,Aantal in Vlaanderen,Aantal in Wallonië,Aantal in Brussel
786,Edward,2474,2097,212,165
787,Ayse,2472,1374,532,566
788,Gabriella,2467,1875,355,237
789,Edwin,2465,1974,370,121
790,Monika,2462,1440,535,487
791,Emilienne,2460,1718,531,211
792,Camille,2460,812,1416,232
793,Bastien,2452,147,2128,177
794,Marjorie,2445,248,2045,152
795,Sharon,2437,2092,241,104
796,Lennert,2434,2424,3,7
797,Tiffany,2415,903,1349,163
798,Theresia,2412,2177,161,74
799,Said,2409,1101,483,959
800,Anneleen,2407,2374,9,24
801,Baptiste,2402,286,1923,193
802,Carolina,2400,1918,285,197
803,Angelina,2394,1419,806,169
804,Ernest,2393,1202,989,202
805,Laurie,2391,264,1963,164
806,Xander,2389,2351,28,10
807,Maryline,2384,137,2161,86
808,Jean-Philippe,2383,241,1887,255
809,Jeffrey,2370,2131,177,62
810,Emilia,2354,1090,952,312
811,Kirsten,2351,2253,49,49
812,Francesca,2332,461,1500,371
813,Sofia,2324,827,826,671
814,Joost,2319,2248,28,43
815,Khalid,2316,799,444,1073
816,Younes,2307,937,410,960
817,Tanja,2306,2066,179,61
818,Kato,2302,2286,9,7
819,Samir,2301,831,569,901
820,Eugène,2290,940,1138,212
821,Justin,2289,626,1542,121
822,Robby,2288,2192,80,16
823,Annemie,2284,2247,24,13
824,Germain,2281,1416,779,86
825,Hannah,2274,1950,198,126
826,Maureen,2257,1053,1085,119
827,Ludwig,2253,1820,387,46
828,Ella,2251,2019,124,108
829,Annita,2250,2085,136,29
830,Zakaria,2250,721,458,1071
831,Jaak,2248,2146,57,45
832,Clémence,2246,255,1742,265
833,Sylviane,2245,238,1793,214
834,Berthe,2241,255,1690,296
835,Chiara,2229,1028,907,294
836,Yolanda,2225,1929,177,119
837,Max,2222,1118,846,258
838,Amaury,2217,404,1551,262
839,Gina,2201,1601,508,92
840,Latifa,2199,746,383,1070
841,Frédérique,2197,311,1542,344
842,Abdelkader,2196,646,536,1014
843,Yana,2192,2094,67,31
844,Gerrit,2187,2120,40,27
845,Tibo,2181,2145,29,7
846,Ahmet,2181,1184,551,446
847,Ken,2180,2035,90,55
848,Giuseppina,2166,283,1686,197
849,Danièle,2163,253,1524,386
850,Brian,2163,1579,427,157
851,Ignace,2160,1970,145,45
852,Rob,2157,2120,17,20
853,Wannes,2156,2133,7,16
854,Carmela,2147,215,1730,202
855,Philomena,2142,2045,47,50
856,Ayoub,2140,782,305,1053
857,Maxence,2138,137,1871,130
858,Roberto,2133,609,1132,392
859,Mathilda,2130,1893,185,52
860,Alison,2121,345,1559,217
861,Giovanna,2118,260,1598,260
862,Brahim,2118,887,478,753
863,Thijs,2116,2089,12,15
864,Marieke,2111,2055,22,34
865,Silvia,2103,1074,614,415
866,Febe,2102,2091,8,3
867,Noor,2099,1991,36,72
868,Calogero,2091,188,1705,198
869,Lutgardis,2069,2016,25,28
870,Rosalie,2067,1170,659,238
871,Miranda,2066,1862,159,45
872,Aïcha,2063,872,613,883
873,Marie-Anne,2060,696,1208,156
874,Tommy,2059,1674,338,47
875,Pedro,2059,1285,338,436
876,Helga,2058,1599,356,103
877,Thi,2056,567,692,797
878,Bo,2050,2021,10,19
879,Ismail,2045,1125,340,580
880,Anissa,2040,706,620,714
881,Franz,2035,321,1586,128
882,Boris,2031,776,996,259
883,Gustave,2030,823,969,238
884,Rune,2028,2012,9,7
885,Flore,2025,1011,842,172
886,Carolus,2025,1988,23,14
887,Hugues,2017,194,1510,313
888,Gunter,2009,1963,33,13
889,Michele,2008,310,1406,292
890,Emeline,2007,154,1748,105
891,Pietro,2001,326,1480,195
892,James,1996,1161,489,346
893,Valère,1994,1589,377,28
894,Maaike,1992,1966,12,14
895,Jamila,1992,681,406,905
896,Ilona,1984,1135,700,149
897,Blanche,1979,997,818,164
898,Stan,1971,1907,35,29
899,Ludivine,1958,76,1761,121
900,Romane,1943,109,1649,185
901,Tanguy,1940,494,1111,335
902,Isabella,1938,1323,442,173
903,Teresa,1935,529,960,446
904,Fabio,1932,676,935,321
905,Ethan,1932,228,1530,174
906,Jamal,1931,756,319,856
907,Rose-Marie,1929,514,1300,115
908,Jochen,1928,1857,50,21
909,Leslie,1922,808,918,196
910,Jean-Jacques,1918,228,1449,241
911,Ophélie,1917,194,1611,112
912,Pieter-Jan,1913,1881,14,18
913,Beatrijs,1911,1847,35,29
914,Lucette,1902,469,1306,127
915,Ryan,1902,744,887,271
916,Laurette,1896,1383,447,66
917,Joren,1894,1886,2,6
918,Janne,1891,1863,16,12
919,Gerardus,1882,1808,60,14
920,Cyriel,1877,1806,50,21
921,Hicham,1877,583,422,872
922,Liliana,1876,1255,409,212
923,Léonie,1875,1703,974,206
924,Rafael,1875,1571,339,271
925,Maya,1869,1299,321,249
926,Mauro,1860,1407,352,101
927,Cassandra,1857,338,1389,130
928,Arnold,1856,1413,363,80
929,Ludovica,1852,1786,26,40
930,Ian,1851,1634,103,114
931,Celina,1849,1678,279,63
932,Manuela,1849,880,728,241
933,France,1849,159,1426,264
934,Marlies,1842,1813,19,10
935,Anton,1838,1395,291,152
936,Domenico,1837,334,1335,168
937,Paulina,1836,1513,100,223
938,Hasan,1834,1014,451,369
939,Hanane,1829,593,298,938
940,Rayan,1827,643,487,697
941,Merel,1826,1808,5,13
942,Siebe,1826,1822,3,0
943,Nils,1817,1475,224,118
944,Lauren,1816,1595,153,68
945,Eloïse,1814,196,1460,158
946,Abdellah,1805,584,346,875
947,Martijn,1803,1777,6,20
948,Ingeborg,1801,1615,130,56
949,Fiona,1797,426,1144,227
950,Dario,1795,1153,516,126
951,Elly,1793,1712,62,19
952,Marcus,1793,1614,96,83
953,Kristine,1791,1716,34,41
954,Alessio,1789,522,1152,115
955,Yamina,1784,647,395,742
956,Luis,1783,527,520,736
957,Zohra,1782,557,284,941
958,Gwendoline,1771,548,1131,92
959,Natascha,1770,1611,128,31
960,Urbain,1769,1567,163,39
961,Firmin,1766,1458,277,31
962,Simona,1761,1444,107,210
963,Brigitta,1760,1623,106,31
964,Rania,1759,714,302,743
965,Lode,1759,1733,15,11
966,Francisca,1758,1367,239,152
967,Enzo,1757,530,1097,130
968,Giuseppa,1752,120,1446,186
969,Aimé,1750,1059,575,116
970,Marie-Josée,1749,1076,604,69
971,Aude,1747,252,1217,278
972,Hatice,1734,905,405,424
973,Antonino,1734,249,1309,176
974,Daphné,1730,1146,758,219
975,Christoph,1725,1357,284,84
976,Francisco,1725,521,584,620
977,Roxane,1721,363,1130,228
978,Brandon,1716,511,1108,97
979,Leila,1715,593,559,563
980,Harry,1714,1362,259,93
981,Antonius,1712,1627,61,24
982,Emine,1709,949,432,328
983,Alix,1704,486,976,242
984,Samantha,1695,706,775,214
985,Birgit,1693,1400,208,85
986,Mathéo,1686,97,1513,88
987,Clémentine,1681,658,1198,250
988,Rémy,1680,535,1419,109
989,Claudio,1678,478,1005,195
990,Katrijn,1675,1658,7,10
991,Yousra,1673,586,152,935
992,Odile,1666,379,1052,235
993,Julian,1663,485,937,241
994,Murat,1662,907,369,386
995,Nicola,1660,466,1020,174
996,Renaat,1659,1616,21,22
997,Franck,1659,268,1166,225
998,Leonard,1646,1460,501,70
999,Lindsey,1644,1436,179,29
1000,Krista,1635,1582,30,23
1001,Carmelo,1635,197,1277,161
1002,Noa,1633,1307,246,80
1003,Rosita,1631,1447,150,34
1004,Viktor,1630,1432,122,76
1005,Mary,1624,591,724,309
1006,Jacky,1623,749,809,65
1007,Franco,1620,325,1174,121
1008,Evelyn,1618,1454,71,93
1009,Sebastian,1613,977,300,336
1010,Shirley,1607,1011,496,100
1011,Naima,1606,670,352,684
1012,Claudette,1601,242,1263,96
1013,Amine,1598,500,364,734
1014,Massimo,1596,363,1036,197
1015,Frida,1594,1425,95,74
1016,Natasja,1589,1564,16,9
1017,Lieselot,1589,1572,8,9
1018,Steffi,1588,1514,63,11
1019,Katelijne,1583,1523,37,23
1020,Leonia,1579,1533,14,32
1021,Bieke,1579,1568,7,4
1022,Henk,1579,1546,12,21
1023,Alina,1573,962,306,305
1024,Dorothée,1573,312,1025,236
1025,Kristiaan,1572,1545,13,14
1026,Christof,1569,1525,26,18
1027,Lambert,1568,958,559,51
1028,Hannes,1566,1542,12,12
1029,Cornelis,1563,1465,59,39
1030,Paolo,1561,275,1013,273
1031,Anneke,1560,1535,12,13
1032,Augustinus,1560,1526,19,15
1033,Debby,1559,1539,15,5
1034,Alberte,1554,156,1310,88
1035,Tineke,1553,1533,10,10
1036,Driss,1551,545,310,696
1037,Sien,1548,1535,6,7
1038,Sebastiaan,1547,1499,20,28
1039,Marie-Ange,1543,212,1242,89
1040,Nadège,1540,113,1287,140
1041,Theodoor,1537,1492,22,23
1042,Daniela,1536,465,607,464
1043,Maggy,1534,894,592,48
1044,Marie-Hélène,1529,434,961,134
1045,Marius,1528,369,882,277
1046,Kristina,1527,1197,188,142
1047,Rolande,1526,447,957,122
1048,Alan,1526,482,822,222
1049,Noa,1526,299,1155,72
1050,Elie,1522,714,565,243
1051,Wilhelmina,1521,1387,97,37
1052,Diederik,1519,1471,20,28
1053,Achiel,1519,1477,30,12
1054,Najat,1512,548,287,677
1055,Hajar,1512,576,162,774
1056,Elvira,1510,1023,363,124
1057,Meryem,1510,682,319,509
1058,Clementina,1508,1411,42,55
1059,Bob,1508,1426,52,30
1060,Amy,1503,1266,165,72
1061,Sophia,1495,855,442,198
1062,Mariam,1495,573,197,725
1063,Abdelaziz,1495,467,267,761
1064,Nabil,1493,426,330,737
1065,Farah,1491,739,205,547
1066,Zahra,1490,614,367,509
1067,Augustin,1489,294,965,230
1068,Natalia,1488,708,307,473
1069,Mickaël,1485,78,1312,95
1070,Kamiel,1482,1449,19,14
1071,Suzy,1480,1248,198,34
1072,Katja,1479,1284,114,81
1073,Gitte,1473,1452,9,12
1074,Clarisse,1472,569,778,125
1075,Jarno,1472,1435,34,3
1076,Jessy,1471,1203,213,55
1077,Petronella,1468,1357,74,37
1078,Adriaan,1467,1410,25,32
1079,Soufiane,1464,417,237,810
1080,Paule,1461,218,919,324
1081,Julius,1461,1354,50,57
1082,Camiel,1457,1397,31,29
1083,Anas,1456,393,211,852
1084,Rani,1455,1433,15,7
1085,Tuur,1455,1445,2,8
1086,Soraya,1448,703,393,352
1087,Siham,1448,563,236,649
1088,Klaas,1447,1413,14,20
1089,Sami,1446,556,429,461
1090,Jessie,1445,1270,132,43
1091,Corine,1445,413,882,150
1092,Jean-Christophe,1445,120,1122,203
1093,Katharina,1443,832,511,100
1094,Yassin,1442,529,260,653
1095,Flora,1441,671,627,143
1096,Achille,1437,662,653,122
1097,Priscilla,1436,614,708,114
1098,Marietta,1434,1310,59,65
1099,Sabina,1433,1099,233,101
1100,Paulien,1432,1420,8,4
1101,Gaetano,1431,204,1054,173
1102,Theophiel,1430,1408,11,11
1103,Claude,1429,149,931,349
1104,Sergio,1428,347,824,257
1105,Alida,1421,1139,229,53
1106,Paulus,1414,1345,35,34
1107,Tinne,1413,1401,8,4
1108,Adil,1413,461,271,681
1109,Farid,1408,516,388,504
1110,Mimoun,1405,537,240,628
1111,Jesse,1402,1292,79,31
1112,Elvire,1400,880,431,89
1113,Romy,1399,1167,201,31
1114,Maëlle,1397,94,1153,150
1115,Amal,1396,520,228,648
1116,Yusuf,1393,819,298,276
1117,Mats,1390,1346,21,23
1118,Mohammad,1390,718,188,484
1119,Désiré,1387,643,633,111
1120,Jordi,1383,1285,52,46
1121,Concetta,1379,126,1120,133
1122,Hendrika,1378,1283,60,35
1123,Adèle,1378,242,937,199
1124,Hafida,1378,497,225,656
1125,Carolien,1371,1349,7,15
1126,Maximilien,1369,167,992,210
1127,Yvonna,1368,1284,27,57
1128,Larissa,1366,935,346,85
1129,Wilhelmus,1365,1290,55,20
1130,Auguste,1365,453,730,182
1131,Warre,1363,1360,0,2
1132,Lily,1360,830,420,110
1133,Reinhilde,1360,1324,18,18
1134,Igor,1357,740,394,223
1135,Virginia,1356,970,224,162
1136,Baudouin,1355,274,889,192
1137,Salma,1353,477,240,636
1138,Régis,1351,129,1083,139
1139,Doris,1347,727,488,132
1140,Debbie,1347,1315,19,13
1141,Linde,1345,1325,8,12
1142,Simonna,1342,1279,32,31
1143,Jacob,1340,1121,100,119
1144,Miriam,1338,975,165,198
1145,Mina,1336,549,303,484
1146,Jasmine,1335,954,291,90
1147,Valentina,1334,756,318,260
1148,Florine,1334,237,1041,56
1149,Roy,1334,1218,79,37
1150,Andrew,1329,578,548,203
1151,Irina,1320,658,363,299
1152,Mathijs,1318,1303,10,5
1153,Mégane,1316,105,1110,101
1154,Kylian,1312,385,842,85
1155,Jérémie,1312,107,968,237
1156,Hildegarde,1310,1238,51,21
1157,Ferre,1310,1303,5,2
1158,Halima,1307,469,291,547
1159,Sammy,1306,1100,129,77
1160,Yanis,1306,209,814,283
1161,Juliaan,1302,1260,24,18
1162,Souad,1299,409,239,651
1163,Adrianus,1296,1245,40,11
1164,Paola,1291,283,748,260
1165,Amelia,1290,995,314,149
1166,Lutgart,1290,1269,8,13
1167,Jean-Pol,1289,31,1212,46
1168,Cristina,1285,332,468,485
1169,Margo,1281,1153,109,19
1170,Hubertus,1276,1206,57,13
1171,Ivette,1275,862,380,33
1172,Eléonore,1275,179,910,238
1173,Bouchra,1275,368,252,655
1174,Fouad,1274,405,231,638
1175,Ikram,1273,507,128,638
1176,Lucy,1272,303,810,159
1177,Daniella,1267,1035,170,62
1178,Abdeslam,1267,431,139,697
1179,Luka,1263,741,433,89
1180,Loris,1262,104,1108,50
1181,Alessia,1258,321,781,156
1182,Aya,1253,464,194,595
1183,Belinda,1252,829,349,74
1184,Jean-Yves,1250,101,1048,101
1185,Agnieszka,1249,528,150,571
1186,Grégoire,1249,182,843,224
1187,Kristin,1247,1167,40,40
1188,Roeland,1247,1212,14,21
1189,Alyssa,1245,576,603,66
1190,Farida,1244,471,243,530
1191,Marta,1242,457,212,573
1192,Gaby,1241,922,268,51
1193,Nicky,1239,1188,45,6
1194,Sandro,1239,451,691,97
1195,Fadma,1235,538,210,487
1196,Heleen,1232,1211,4,17
1197,Ashley,1231,854,307,70
1198,Cyrille,1230,547,583,100
1199,Donovan,1230,142,1035,53
1200,Tomas,1229,992,99,138
1201,Emmy,1228,982,207,39
1202,Lowie,1226,1215,6,5
1203,Perrine,1224,77,1038,109
1204,Amanda,1223,752,339,132
1205,Alphonsus,1223,1205,7,11
1206,Kiara,1221,958,220,43
1207,Marjan,1220,1185,12,23
1208,Lana,1219,970,206,43
1209,Mandy,1216,518,648,50
1210,Joshua,1214,647,448,119
1211,Assia,1209,358,319,532
1212,Zeynep,1208,696,253,259
1213,Stephen,1208,775,234,199
1214,Lieselotte,1205,1148,45,12
1215,Nicky,1205,1149,28,28
1216,Marlène,1203,422,696,85
1217,Habiba,1203,395,170,638
1218,Lucrèce,1202,1030,142,30
1219,Marvin,1201,239,881,81
1220,Noé,1198,120,908,170
1221,Machteld,1197,1170,12,15
1222,Sean,1197,716,355,126
1223,Hector,1196,721,361,114
1224,Stefano,1196,361,637,198
1225,Gaël,1196,205,777,214
1226,Ilyas,1195,590,202,403
1227,Johann,1193,203,910,80
1228,Esteban,1192,180,848,164
1229,Rabia,1191,557,195,439
1230,Hanna,1190,874,116,200
1231,Colin,1188,469,587,132
1232,Lidia,1187,515,471,201
1233,Samia,1187,310,313,564
1234,Ramazan,1187,661,213,313
1235,Matthew,1183,768,265,150
1236,Fabrizio,1180,216,805,159
1237,Elif,1179,622,284,273
1238,Ursula,1178,599,485,94
1239,Martinus,1178,1120,42,16
1240,Graziella,1176,196,875,105
1241,Loredana,1173,170,873,130
1242,Katarzyna,1172,485,129,558
1243,Youri,1171,626,437,108
1244,Elsje,1170,1150,10,10
1245,Dora,1169,857,191,121
1246,Adrian,1167,404,314,449
1247,Frederick,1162,1039,289,57
1248,Annemieke,1158,1143,7,8
1249,Saida,1158,508,176,526
1250,Robrecht,1158,1132,12,14
1251,Thibo,1155,1130,22,3
1252,Mourad,1155,336,300,519
1253,Eugeen,1154,1123,12,19
1254,Constance,1152,460,546,146
1255,Beatrix,1150,1032,104,32
1256,Freya,1149,1110,18,21
1257,Leentje,1143,1128,4,11
1258,Floor,1142,1133,5,4
1259,Eugénie,1141,438,791,161
1260,Dounia,1141,339,317,485
1261,Andrea,1141,222,662,257
1262,Hayat,1139,440,208,491
1263,Selma,1137,506,271,360
1264,Joran,1134,1116,13,5
1265,Rahma,1133,342,161,630
1266,Marielle,1129,433,602,94
1267,Ornella,1127,162,840,125
1268,Tess,1125,903,184,38
1269,Elizabeth,1120,669,202,249
1270,Rina,1119,833,236,50
1271,Tarik,1113,435,216,462
1272,Mauricette,1111,223,811,77
1273,Gerry,1109,1071,32,6
1274,Walid,1108,311,306,491
1275,Victorine,1107,544,442,121
1276,Gérald,1107,344,836,137
1277,Lesley,1105,1034,48,23
1278,Antonietta,1105,137,895,73
1279,Osman,1105,596,272,237
1280,Goedele,1104,1082,11,11
1281,Soumaya,1103,294,131,678
1282,Marylène,1102,100,957,45
1283,Timmy,1100,923,169,8
1284,Rogier,1099,1047,36,16
1285,Coline,1098,59,907,132
1286,Caro,1096,1093,3,0
1287,Josianne,1093,236,821,36
1288,Romina,1092,610,443,39
1289,Herwig,1091,1067,13,11
1290,Albertine,1090,721,262,107
1291,Filippo,1090,110,840,140
1292,Fernanda,1088,835,139,114
1293,Kjell,1088,1063,12,13
1294,Line,1086,521,494,71
1295,Gertrude,1083,756,281,46
1296,Jerry,1083,838,192,53
1297,Patrik,1083,997,65,21
1298,Jari,1082,1061,9,12
1299,Vital,1081,823,225,33
1300,Vincenza,1079,104,886,89
1301,Adolf,1077,956,92,29
1302,Marie-Laure,1076,214,714,148
1303,Gloria,1074,394,420,260
1304,Stien,1073,1067,4,2
1305,Donald,1073,963,74,36
1306,Leyla,1071,524,312,235
1307,Laila,1069,503,176,400
1308,Herbert,1069,657,379,33
1309,Malgorzata,1067,465,153,449
1310,Hamid,1064,390,254,420
1311,Dana,1062,833,131,98
1312,Marjolein,1062,1036,9,17
1313,Kasper,1062,1015,14,33
1314,Silvana,1057,227,704,126
1315,Hüseyin,1056,567,255,234
1316,Josse,1055,861,140,54
1317,Geoffroy,1054,145,677,232
1318,Rachelle,1052,663,343,46
1319,Shauni,1052,1030,19,3
1320,Loubna,1052,356,175,521
1321,Jean-Baptiste,1051,215,660,176
1322,Mostafa,1051,284,189,578
1323,Leonardus,1049,1013,29,7
1324,Luciano,1047,210,718,119
1325,Pablo,1046,379,366,301
1326,Mounir,1046,336,235,475
1327,Eve,1043,357,533,153
1328,Emilien,1042,80,916,46
1329,Ina,1041,944,50,47
1330,Kenza,1040,225,505,310
1331,Günther,1039,870,161,8
1332,Renata,1036,648,178,210
1333,Gilberta,1034,972,33,29
1334,Josef,1033,704,267,62
1335,Fernando,1033,321,349,363
1336,Nolan,1029,140,833,56
1337,Melania,1027,959,33,35
1338,Stella,1027,501,389,137
1339,Hermine,1020,748,203,69
1340,Karlien,1019,1005,3,11
1341,Roos,1018,1001,4,13
1342,Laurine,1018,198,781,39
1343,Lenny,1018,438,531,49
1344,Ricardo,1018,422,308,288
1345,Rosine,1017,525,385,107
1346,Rosario,1017,116,787,114
1347,Mona,1015,667,225,123
1348,Maryam,1015,412,191,412
1349,Yann,1012,290,525,197
1350,Henry,1010,401,443,166
1351,Hildegard,1009,710,262,37
1352,Veronica,1009,673,159,177
1353,Asma,1008,345,173,490
1354,Floris,1007,924,57,26
1355,Zita,1005,918,57,30
1356,Ewa,1004,420,171,413
1357,Aziz,1002,381,249,372
1358,Rudiger,1001,977,20,4
1359,Marie-Claude,1000,72,844,84
1360,Claudy,999,41,933,25
1361,Lilianne,998,788,190,20
1362,Kenzo,998,719,238,41
1363,Hakim,995,341,297,357
1364,Marie-Françoise,994,74,829,91
1365,Timo,994,862,89,43
1366,Roman,994,437,386,171
1367,Hedwige,993,814,138,41
1368,Mattias,993,890,77,26
1369,Levi,993,932,26,35
1370,Marcellus,993,975,9,9
1371,Luciana,987,602,296,89
1372,Francina,987,941,22,24
1373,Sam,987,953,20,14
1374,Glen,986,952,24,10
1375,Krzysztof,986,451,85,450
1376,George,985,635,127,223
1377,Halil,985,534,186,265
1378,Fran,984,971,7,6
1379,Hedwig,983,758,204,21
1380,Tobias,982,694,216,72
1381,Manuella,981,552,390,39
1382,Sanae,978,347,103,528
1383,Anastasia,977,401,382,194
1384,Anne-Catherine,976,75,804,97
1385,Roza,972,867,61,44
1386,Nisrine,971,383,102,486
1387,Madison,969,53,886,30
1388,Renate,968,543,359,66
1389,Lia,967,814,102,51
1390,Adelin,966,529,403,34
1391,Florentina,965,810,63,92
1392,Marino,964,724,206,34
1393,Gary,964,309,544,111
1394,Killian,962,378,505,79
1395,Victoire,961,513,341,107
1396,Emre,961,547,199,215
1397,Nikita,952,848,73,31
1398,Gudrun,951,868,53,30
1399,Yasin,951,542,210,199
1400,Susanne,950,622,192,136
1401,Ambre,949,84,728,137
1402,Gil,949,461,380,108
1403,Ismaël,949,200,344,405
1404,Gisela,948,634,260,54
1405,Kyara,945,854,74,17
1406,Violette,945,176,617,152
1407,Piotr,945,440,113,392
1408,Inez,944,905,24,15
1409,Geertrui,943,925,7,11
1410,Tijs,943,936,0,6
1411,Giulia,942,185,545,212
1412,Imelda,941,843,71,27
1413,Loes,941,931,5,5
1414,Albertus,941,904,26,11
1415,Constantin,938,184,299,455
1416,Fatna,936,257,281,398
1417,Marie-Madeleine,935,214,663,58
1418,Pascaline,932,255,573,104
1419,Hilaire,932,811,99,22
1420,Muhammed,931,590,187,154
1421,Thibaud,930,341,499,90
1422,Mirella,929,368,504,57
1423,Marie-Pierre,929,67,752,110
1424,Lieze,926,923,0,2
1425,Caterina,925,147,674,104
1426,Rosaria,925,103,707,115
1427,Héloïse,925,68,729,128
1428,Zineb,924,201,183,540
1429,Alphonsine,922,520,325,77
1430,Pasquale,920,167,680,73
1431,Lize,919,903,7,9
1432,Alois,916,771,227,26
1433,Chelsea,915,701,164,50
1434,Louisette,915,394,437,84
1435,Prosper,915,740,129,46
1436,Pamela,914,382,394,138
1437,Jorn,913,904,6,3
1438,Davina,910,655,223,32
1439,Marie-Line,910,77,794,39
1440,Ilham,909,390,156,363
1441,Fatih,908,530,205,173
1442,Allan,908,164,633,111
1443,ömer,907,561,153,193
1444,Adriano,906,152,675,79
1445,Jorge,901,407,172,322
1446,Salima,900,348,204,348
1447,Moussa,900,289,199,412
1448,Gwenaëlle,899,53,763,83
1449,Renzo,898,708,167,23
1450,Nestor,896,474,364,58
1451,Tatjana,895,773,71,51
1452,Arsène,895,572,275,48
1453,Anne-Françoise,894,40,768,86
1454,Jente,894,891,0,2
1455,Susanna,893,676,155,62
1456,Lizette,893,848,34,11
1457,Annik,891,501,325,65
1458,Vic,891,876,8,7
1459,Germana,890,824,35,31
1460,Renatus,890,865,13,12
1461,Mila,887,614,190,83
1462,Andrzej,887,361,101,425
1463,Nicholas,885,620,97,168
1464,Ivonna,882,846,22,14
1465,Debora,881,546,235,100
1466,Noëlle,881,169,599,113
1467,Renilda,880,864,10,6
1468,Antonina,879,118,682,79
1469,Fredy,879,339,508,32
1470,Stanislas,878,432,328,118
1471,Alma,877,668,114,95
1472,Boudewijn,876,845,19,12
1473,Aldo,874,279,504,91
1474,Oussama,874,234,134,506
1475,Marie-Noëlle,871,60,721,90
1476,Maxime,868,809,42,17
1477,Katy,866,465,353,48
1478,Ralph,866,517,282,67
1479,Joppe,866,861,4,0
1480,Abderrahim,863,296,191,376
1481,Joey,862,660,189,13
1482,Alberto,862,222,414,226
1483,Alisson,861,36,788,37
1484,Vince,861,825,28,8
1485,Maude,860,100,673,87
1486,Ugo,858,54,739,65
1487,Noureddine,857,292,223,342
1488,Brice,856,117,610,129
1489,Philomène,855,477,264,114
1490,Carol,853,324,418,111
1491,Marita,850,715,121,14
1492,Jasmien,850,847,0,3
1493,Albertina,849,765,47,37
1494,Ineke,849,839,7,3
1495,Basile,848,200,493,155
1496,Mathys,848,103,721,24
1497,Imad,848,311,105,432
1498,Sofiane,847,206,353,288
1499,Abdelhamid,847,282,139,426
1500,Marilyn,846,426,335,85
1501,Annelien,845,841,0,3
1502,Bérénice,845,242,521,82
1503,Kilian,843,484,298,61
1504,Anna-Maria,842,436,356,50
1505,Dean,842,769,52,21
1506,Cato,840,835,4,0
1507,Tiziana,840,207,538,95
1508,Mimount,839,333,116,390
1509,Hendrikus,838,804,30,4
1510,Andries,838,812,8,18
1511,Kadir,837,436,140,261
1512,Lou,836,156,526,154
1513,Gladys,835,271,467,97
1514,Adem,835,414,241,180
1515,Abdullah,835,432,183,220
1516,Morgan,834,102,633,99
1517,Mady,832,589,219,24
1518,Nassim,832,244,265,323
1519,Nikki,830,814,8,8
1520,Robertus,830,790,20,20
1521,Salim,830,272,238,320
1522,Pierre-Yves,828,32,709,87
1523,Bas,827,815,5,7
1524,Leonardo,827,241,391,195
1525,Tomasz,827,408,75,344
1526,Hafsa,826,322,85,419
1527,Esra,825,501,152,172
1528,Patrizia,825,151,554,120
1529,Evert,825,807,8,10
1530,Klara,824,537,207,80
1531,Elsie,824,780,26,18
1532,Casper,824,798,17,9
1533,Mira,823,685,66,72
1534,Hubertina,823,732,77,14
1535,Imke,822,813,5,4
1536,Oliver,822,515,184,123
1537,Eduardus,821,803,10,8
1538,Annabelle,820,291,420,109
1539,Erica,819,614,140,65
1540,Sally,818,697,74,47
1541,Indra,818,767,39,12
1542,Myrthe,816,811,2,3
1543,Annelore,815,776,28,11
1544,Pieterjan,815,806,4,5
