Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries
582,43546-1977695,1977695,43546-1977695-snytselaar,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""snytselaar""~5","https://www.googleapis.com/books/v1/volumes?q=""snytselaar""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,snytselaar,1,snytselaar,,per,true,false,,per,snytselaar
583,43574-1978232,1978232,43574-1978232-frans theys,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""frans theys""~5","https://www.googleapis.com/books/v1/volumes?q=""frans+theys""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,frans theys,2,frans theys,,per,true,true,,per,frans theys
584,43596-1978936,1978936,43596-1978936-aesseloos,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aesseloos""~5","https://www.googleapis.com/books/v1/volumes?q=""aesseloos""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,aesseloos,1,aesseloos,,per,true,false,,per,aesseloos
585,43711-1982935,1982935,43711-1982935-gilly,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nutonsgilly""~5","https://www.googleapis.com/books/v1/volumes?q=""nutonsgilly""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Gilly,Section,Charleroi,Hainaut Province,Wallonia,Belgium,nutonsgilly,1,gilly,,loc,true,,,loc,nutonsgilly
586,43777-1984562,1984562,43777-1984562-jacques debs,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""debs jacques""~5","https://www.googleapis.com/books/v1/volumes?q=""jacques+debs""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,jacques debs,2,jacques debs,,per,true,true,,per,jacques debs
587,43848-1988574,1988574,43848-1988574-stade leuven,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leuven stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+leuven""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Station Leuven,POI,Leuven,Flemish Brabant Province,Flanders,Belgium,stade leuven,2,stade leuven,false,loc,true,false,false,loc,stade leuven
588,43854-1988667,1988667,43854-1988667-lacambre,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lacambre""~5","https://www.googleapis.com/books/v1/volumes?q=""lacambre""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,La Cambuse,Section,Rouvroy,Luxembourg Province,Wallonia,Belgium,lacambre,1,lacambre,,loc,true,,,loc,lacambre
589,44221-1999172,1999172,44221-1999172-konstantinowka,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""konstantinowka""~5","https://www.googleapis.com/books/v1/volumes?q=""konstantinowka""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,konstantinowka,1,konstantinowka,,per,true,false,,per,konstantinowka
590,44302-2000260,2000260,44302-2000260-baze,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baze""~5","https://www.googleapis.com/books/v1/volumes?q=""baze""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,baze,1,baze,,per,true,false,,per,baze
591,44422-2003035,2003035,44422-2003035-verhaeren,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""verhaeren""~5","https://www.googleapis.com/books/v1/volumes?q=""verhaeren""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,verhaeren,1,verhaeren,,per,true,false,,per,verhaeren
592,44423-2003113,2003113,44423-2003113-chamberlain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chamberlain""~5","https://www.googleapis.com/books/v1/volumes?q=""chamberlain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,chamberlain,1,chamberlain,,per,true,false,,per,chamberlain
593,44445-2003619,2003619,44445-2003619-stade louvaniste,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""louvaniste stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+louvaniste""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,,Vlaams Brabant,Flanders,Belgium,stade louvaniste,2,stade louvaniste,,loc,true,false,false,loc,stade louvaniste
594,44528-2005823,2005823,44528-2005823-debuyst,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""debuyst""~5","https://www.googleapis.com/books/v1/volumes?q=""debuyst""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,debuyst,1,debuyst,,per,true,false,,per,debuyst
595,44563-2006359,2006359,44563-2006359-leuven,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leuven leuvensche louvain louvaniste""~5","https://www.googleapis.com/books/v1/volumes?q=""leuven+louvain+leuvensche+louvaniste""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Leuven,Commune,Leuven,Flemish Brabant Province,Flanders,Belgium,leuven louvain leuvensche louvaniste,4,leuven,false,loc,true,,,loc,leuven louvain leuvensche louvaniste
596,44563-2006359,2006359,44563-2006359-louvain,,,,Leuven,Commune,Leuven,Flemish Brabant Province,Flanders,Belgium,leuven louvain leuvensche louvaniste,4,louvain,false,loc,true,,,loc,leuven louvain leuvensche louvaniste
597,44787-2012405,2012405,,,,,,,,,,,génie,1,,,,,,,,génie
598,44882-2014165,2014165,44882-2014165-marolles,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""marolles""~5","https://www.googleapis.com/books/v1/volumes?q=""marolles""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Marilles,Section,Orp-Jauche,Walloon Brabant Province,Wallonia,Belgium,marolles,1,marolles,,loc,true,,,loc,marolles
599,44937-2015837,2015837,44937-2015837-meysse,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""meysse""~5","https://www.googleapis.com/books/v1/volumes?q=""meysse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,meysse,1,meysse,,loc,true,,,loc,meysse
600,44945-2015925,2015925,44945-2015925-zualart,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""zualart""~5","https://www.googleapis.com/books/v1/volumes?q=""zualart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,zualart,1,zualart,,per,true,false,,per,zualart
601,45091-2017737,2017737,45091-2017737-huart chapel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chapel huart""~5","https://www.googleapis.com/books/v1/volumes?q=""huart+chapel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,huart chapel,2,huart chapel,,per,true,false,true,per,huart chapel
602,45216-2020839,2020839,,,,,,,,,,,stampe,1,,,,true,,,,stampe
603,45243-2022068,2022068,,,,,,,,,,,gyp acte,2,,,,true,,,,gyp acte
604,45404-2024804,2024804,,,,,,,,,,,allumettes chimique,2,,,,,,,,allumettes chimique
605,45433-2025752,2025752,,,,,,,,,,,marechal medailles,2,,,,,,,,marechal medailles
606,45498-2027255,2027255,45498-2027255-pierre raymond,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pierre raymond""~5","https://www.googleapis.com/books/v1/volumes?q=""pierre+raymond""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,pierre raymond,2,pierre raymond,,per,true,true,,per,pierre raymond
607,45524-2027730,2027730,45524-2027730-ernest nys,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ernest nys""~5","https://www.googleapis.com/books/v1/volumes?q=""ernest+nys""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,ernest nys,2,ernest nys,,per,true,true,,per,ernest nys
608,46053-2040296,2040296,,,,,,,,,,,revue estudiantine,2,,,,,,,,revue estudiantine
609,46109-2042137,2042137,46109-2042137-severs,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""severs""~5","https://www.googleapis.com/books/v1/volumes?q=""severs""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,severs,1,severs,,per,true,false,false,per,severs
610,46111-2042137,2042137,46111-2042137-van tasselarcher,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""tasselarcher van""~5","https://www.googleapis.com/books/v1/volumes?q=""van+tasselarcher""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,van tasselarcher,2,van tasselarcher,,per,true,false,false,per,van tasselarcher
611,46202-2043951,2043951,,,,,,,,,,,chantier du palais de justice,5,,,,,,,,chantier du palais de justice
612,46229-2044589,2044589,46229-2044589-minerva,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""haute minerva rue""~5","https://www.googleapis.com/books/v1/volumes?q=""minerva+rue+haute""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,minerva rue haute,3,minerva,false,loc,true,,,loc,minerva rue haute
613,46245-2044749,2044749,46245-2044749-josephina maes,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""josephina maes""~5","https://www.googleapis.com/books/v1/volumes?q=""josephina+maes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,josephina maes,2,josephina maes,,per,true,true,,per,josephina maes
614,46256-2045081,2045081,46256-2045081-elixir edgard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""edgard elixir""~5","https://www.googleapis.com/books/v1/volumes?q=""%5Belixir+edgard%5D""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,[elixir edgard],2,elixir edgard,,per_ambig,true,true,,per_ambig,[elixir edgard]
615,46313-2046416,2046416,46313-2046416-pays-bas,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fraternisation pays-bas""~5","https://www.googleapis.com/books/v1/volumes?q=""fraternisation+pays-bas""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,fraternisation pays-bas,2,pays-bas,,loc,true,,,loc,fraternisation pays-bas
616,46339-2047167,2047167,46339-2047167-congo,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""congo malaria""~5","https://www.googleapis.com/books/v1/volumes?q=""malaria+congo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Democratic Republic of the Congo,malaria congo,2,congo,,loc,true,,,loc,malaria congo
617,46441-2049409,2049409,46441-2049409-hollande,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fraternisation hollande""~5","https://www.googleapis.com/books/v1/volumes?q=""fraternisation+hollande""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Netherlands,fraternisation hollande,2,hollande,,loc,true,,,loc,fraternisation hollande
618,46578-2052913,2052913,46578-2052913-bonnet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bonnet urines""~5","https://www.googleapis.com/books/v1/volumes?q=""bonnet+urines""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,bonnet urines,2,bonnet,,per,true,false,,per,bonnet urines
619,46670-2059106,2059106,46670-2059106-léopold premier,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leopold premier""~5","https://www.googleapis.com/books/v1/volumes?q=""l%C3%A9opold+premier""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,léopold premier,2,léopold premier,,per,true,true,,per,léopold premier
620,46747-2061377,2061377,46747-2061377-dony,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""aviateur dony""~5","https://www.googleapis.com/books/v1/volumes?q=""dony+aviateur""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,dony aviateur,2,dony,,per,true,false,,per,dony aviateur
621,46822-2063026,2063026,,,,,,,,,,,olieslagers,1,,,,,,,,olieslagers
622,46898-2063977,2063977,46898-2063977-assenede,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assenede bassevelde boekhoute bouchaute oost-eeclo oost-eecloo oost-eeklo oosteeclo oosteecloo oosteeklo""~5","https://www.googleapis.com/books/v1/volumes?q=""assenede+bassevelde+boekhoute+oosteeklo+bouchaute+oost-eeklo+oosteeclo+oost-eeclo+oosteecloo+oost-eecloo""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Assenede,Commune,Assenede,East Flanders Province,Flanders,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,assenede,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
623,46898-2063977,2063977,46898-2063977-bassevelde,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,bassevelde,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
624,46898-2063977,2063977,46898-2063977-boekhoute,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,boekhoute,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
625,46898-2063977,2063977,46898-2063977-oost-eeklo,,,,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eeklo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
626,46898-2063977,2063977,46898-2063977-bouchaute,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,bouchaute,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
627,46898-2063977,2063977,46898-2063977-oost-eeklo,,,,Oosteeklo,Section,Assenede,East Flanders Province,Flanders,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eeklo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
628,46898-2063977,2063977,46898-2063977-oost-eeclo,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eeclo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
629,46898-2063977,2063977,46898-2063977-oost-eeclo,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eeclo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
630,46898-2063977,2063977,46898-2063977-oost-eecloo,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eecloo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
631,46898-2063977,2063977,46898-2063977-oost-eecloo,,,,,Section,,,,Belgium,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo,10,oost-eecloo,false,loc,true,,,loc,assenede bassevelde boekhoute oosteeklo bouchaute oost-eeklo oosteeclo oost-eeclo oosteecloo oost-eecloo
632,46937-2064866,2064866,46937-2064866-solomon northup,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""northup solomon""~5","https://www.googleapis.com/books/v1/volumes?q=""solomon+northup""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,solomon northup,2,solomon northup,,per,true,true,,per,solomon northup
633,47016-2066234,2066234,47016-2066234-maurisse,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""maurisse""~5","https://www.googleapis.com/books/v1/volumes?q=""maurisse""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,maurisse,1,maurisse,,per,true,false,,per,maurisse
634,47276-2072202,2072202,47276-2072202-roussille,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""roussille""~5","https://www.googleapis.com/books/v1/volumes?q=""roussille""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,roussille,1,roussille,,per,true,false,,per,roussille
635,47359-2074635,2074635,47359-2074635-tombeur,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""tombeur""~5","https://www.googleapis.com/books/v1/volumes?q=""tombeur""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,tombeur,1,tombeur,,per_ambig,true,false,,per_ambig,tombeur
636,47372-2074765,2074765,,,,,,,,,,,choléra,1,,,,,,,,choléra
637,47374-2074765,2074765,,,,,,,,,,,épidémie de choléra,3,,,,,,,,épidémie de choléra
638,47442-2076982,2076982,47442-2076982-ormeignies,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ormeignies""~5","https://www.googleapis.com/books/v1/volumes?q=""ormeignies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Ormeignies,Section,Ath,Hainaut Province,Wallonia,Belgium,ormeignies,1,ormeignies,true,loc,true,,,loc,ormeignies
639,47557-2079507,2079507,,,,,,,,,,,inval,1,,,,,,,,inval
640,47667-2082239,2082239,47667-2082239-gorkum,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gorkum martelaren van""~5","https://www.googleapis.com/books/v1/volumes?q=""martelaren+van+gorkum""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,Netherlands,martelaren van gorkum,3,gorkum,,per,true,false,,per,martelaren van gorkum
641,48201-2096548,2096548,48201-2096548-rousies,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""rousies""~5","https://www.googleapis.com/books/v1/volumes?q=""rousies""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,rousies,1,rousies,,loc,true,,,loc,rousies
642,48355-2111641,2111641,48355-2111641-babusiaux,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""babusiaux""~5","https://www.googleapis.com/books/v1/volumes?q=""babusiaux""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,babusiaux,1,babusiaux,,per,true,false,,per,babusiaux
643,48429-2114075,2114075,,,,,,,,,,,société anti-esclavagiste,2,,,,,,,,société anti-esclavagiste
644,48546-2118136,2118136,,,,,,,,,,,neutralité,1,,,,,,,,neutralité
645,48550-2118228,2118228,48550-2118228-stade louvain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""louvain stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+louvain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,,Vlaams Brabant,Flanders,Belgium,stade louvain,2,stade louvain,false,loc,true,false,false,loc,stade louvain
646,48729-2125894,2125894,48729-2125894-mesdagh constant,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""constant mesdagh""~5","https://www.googleapis.com/books/v1/volumes?q=""mesdagh+constant""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,mesdagh constant,2,mesdagh constant,,per,true,true,,per,mesdagh constant
647,48820-2129260,2129260,,,,,,,,,,,mortier,1,,,,,,,,mortier
648,48880-2130706,2130706,,,,,,,,,,,au tir national,3,,,,,,,,au tir national
649,49092-2137206,2137206,49092-2137206-auguste van thournout,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""auguste thournout van""~5","https://www.googleapis.com/books/v1/volumes?q=""auguste+van+thournout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,auguste van thournout,3,auguste van thournout,,per,true,true,,per,auguste van thournout
650,49095-2137206,2137206,49095-2137206-raymond van thournout,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raymond thournout van""~5","https://www.googleapis.com/books/v1/volumes?q=""raymond+van+thournout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,raymond van thournout,3,raymond van thournout,,per,true,true,,per,raymond van thournout
651,49167-2140316,2140316,49167-2140316-wilmot de belva,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belva de wilmot""~5","https://www.googleapis.com/books/v1/volumes?q=""wilmot+de+belva""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,wilmot de belva,3,wilmot de belva,,per,true,true,,per,wilmot de belva
652,49230-2142098,2142098,49230-2142098-françois châtelet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chatelet francois""~5","https://www.googleapis.com/books/v1/volumes?q=""fran%C3%A7ois+ch%C3%A2telet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,françois châtelet,2,françois châtelet,,per,true,true,,per,françois châtelet
653,49472-2146819,2146819,49472-2146819-fortamps,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fortamps metairie seigneurie""~5","https://www.googleapis.com/books/v1/volumes?q=""m%C3%A9tairie+seigneurie+fortamps""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,métairie seigneurie fortamps,3,fortamps,,per,true,false,,per,métairie seigneurie fortamps
654,49494-2147678,2147678,,,,,,,,,,,veuves veuve vve,3,,,,,,,,veuves veuve vve
655,49552-2149042,2149042,49552-2149042-la ferté bernard,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bernard ferte la""~5","https://www.googleapis.com/books/v1/volumes?q=""la+fert%C3%A9+bernard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,France,la ferté bernard,3,la ferté bernard,,loc,true,,false,loc,la ferté bernard
656,49843-2157001,2157001,49843-2157001-arthur romain,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""arthur romain""~5","https://www.googleapis.com/books/v1/volumes?q=""arthur+romain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,,,,,,,arthur romain,2,arthur romain,,per,true,true,,per,arthur romain
657,49851-2157117,2157117,49851-2157117-geeter,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geeter""~5","https://www.googleapis.com/books/v1/volumes?q=""geeter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,geeter,1,geeter,,per_ambig,true,false,,per_ambig,geeter
658,49884-2157911,2157911,49884-2157911-stade waremme,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stade waremme""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+waremme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,POI,,Liège,Wallonia,Belgium,stade waremme,2,stade waremme,false,loc,true,false,false,loc,stade waremme
659,50041-2161796,2161796,50041-2161796-linsel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""linsel""~5","https://www.googleapis.com/books/v1/volumes?q=""linsel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,,,,,,,linsel,1,linsel,,per,true,false,,per,linsel
660,50044-2161859,2161859,50044-2161859-schaerbeek,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""schaerbeek""~5","https://www.googleapis.com/books/v1/volumes?q=""schaerbeek""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Schaerbeek,Section,Schaarbeek,Bruxelles-Capitale,Brussels Capital,Belgium,schaerbeek,1,schaerbeek,true,loc,true,,,loc,schaerbeek
