,Column,unique_id_query,visit_id,unique_id_match,wikipedia_link_nl,google_book_query,nom_complet,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,equality_match_extract_geonames,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,types_Ettore,queries,extract_geonames,extract_persons,wikidata_loc,json_geonames
967,968,71643-2861710,2861710,71643-2861710-dendermonde,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""dendermonde""~5","https://www.googleapis.com/books/v1/volumes?q=""dendermonde""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Dendermonde,Commune,Dendermonde,East Flanders Province,Flanders,Belgium,dendermonde,1.0,dendermonde,,loc,True,,,loc,dendermonde,dendermonde,,"Sint-Gillis-bij-Dendermonde||||http://www.wikidata.org/entity/Q898394section de Termonde, Belgique","{'totalResultsCount': 269, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.1433829571612755, 'south': 51.002087428222694, 'north': 51.05529457177731, 'west': 4.058735042838725, 'accuracyLevel': 2}, 'asciiName': 'Dendermonde', 'countryId': '2802361', 'fcl': 'P', 'score': 92.14871215820312, 'adminId2': '2789733', 'adminId3': '2799644', 'countryCode': 'BE', 'adminId4': '2799646', 'adminId1': '3337388', 'lat': '51.02869', 'fcode': 'PPLA3', 'continentCode': 'EU', 'adminCode2': 'VOV', 'adminCode3': '42', 'adminCode1': 'VLG', 'lng': '4.10106', 'geonameId': 2799645, 'toponymName': 'Dendermonde', 'adminCode4': '42006', 'population': 43055, 'adminName5': '', 'adminName4': 'Dendermonde', 'adminName3': 'Arrondissement Dendermonde', 'alternateNames': [{'name': 'Дендермонде', 'lang': 'bg'}, {'name': 'Dendermonde', 'lang': 'de'}, {'name': 'Dendermonde', 'lang': 'en'}, {'name': 'Dendermonde', 'lang': 'eo'}, {'name': 'داندرموند', 'lang': 'fa'}, {'name': 'Termonde', 'lang': 'fr'}, {'name': 'דנדרמונדה', 'lang': 'he'}, {'name': 'デンデルモンデ', 'lang': 'ja'}, {'name': '덴데르몬더', 'lang': 'ko'}, {'name': 'Teneramonda', 'lang': 'la'}, {'name': 'Dendermonde', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Dendermonde', 'lang': 'link'}, {'name': 'Dendermonde', 'lang': 'nl'}, {'name': 'Dendermonde', 'lang': 'no'}, {'name': 'Dendermonde', 'lang': 'pl'}, {'name': '9200', 'lang': 'post'}, {'name': 'Дендермонде', 'lang': 'ru'}, {'name': 'Дендермонде', 'lang': 'sr'}, {'name': 'Дендермонде', 'lang': 'uk'}, {'name': 'DDR', 'lang': 'unlc'}, {'name': '登德尔蒙德', 'lang': 'zh'}], 'adminName2': 'East Flanders Province', 'name': 'Dendermonde', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'seat of a third-order administrative division', 'adminName1': 'Flanders'}]}"
968,969,71701-2864057,2864057,71701-2864057-morlanwelz,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""morlanwelz""~5","https://www.googleapis.com/books/v1/volumes?q=""morlanwelz""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Morlanwelz-Mariemont,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,morlanwelz,1.0,morlanwelz,True,loc,True,,,loc,morlanwelz,morlanwelz,,"Morlanwelz||||http://www.wikidata.org/entity/Q668493commune du Hainaut, Belgique","{'totalResultsCount': 12, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.272552511383006, 'south': 50.43759987408141, 'north': 50.472432125918594, 'west': 4.217823488616993, 'accuracyLevel': 2}, 'asciiName': 'Morlanwelz-Mariemont', 'countryId': '2802361', 'fcl': 'P', 'score': 58.77626419067383, 'adminId2': '2796741', 'adminId3': '2785516', 'countryCode': 'BE', 'adminId4': '2790698', 'adminId1': '3337387', 'lat': '50.45502', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '56', 'adminCode1': 'WAL', 'lng': '4.24519', 'geonameId': 2790697, 'toponymName': 'Morlanwelz-Mariemont', 'adminCode4': '56087', 'population': 18233, 'adminName5': '', 'adminName4': 'Morlanwelz', 'adminName3': 'Arrondissement de Thuin', 'alternateNames': [{'name': 'http://en.wikipedia.org/wiki/Morlanwelz', 'lang': 'link'}, {'name': '7140', 'lang': 'post'}, {'name': 'MLW', 'lang': 'unlc'}], 'adminName2': 'Hainaut Province', 'name': 'Morlanwelz-Mariemont', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
969,970,71764-2865708,2865708,71764-2865708-china,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china japan""~5","https://www.googleapis.com/books/v1/volumes?q=""china+japan""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,People's Republic of China,china japan,2.0,china,,loc,True,,,loc,china japan,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
970,971,71764-2865708,2865708,71764-2865708-japan,,,,,,,,,Japan,china japan,2.0,japan,,loc,True,,,loc,china japan,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
971,972,71884-2868641,2868641,71884-2868641-petronille,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""petronille""~5","https://www.googleapis.com/books/v1/volumes?q=""petronille""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,petronille,1.0,petronille,,per,True,False,,per,petronille,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
972,973,72149-2877405,2877405,72149-2877405-afrique,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""afrique internationale""~5","https://www.googleapis.com/books/v1/volumes?q=""afrique+internationale""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Continent,afrique internationale,2.0,afrique,,loc,True,,,loc,afrique internationale,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
973,974,72374-2884491,2884491,72374-2884491-nocquet,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nocquet""~5","https://www.googleapis.com/books/v1/volumes?q=""nocquet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,nocquet,1.0,nocquet,,per,True,False,,per,nocquet,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
974,975,72436-2885744,2885744,72436-2885744-japan,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""china japan""~5","https://www.googleapis.com/books/v1/volumes?q=""japan+china""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,japan china,2.0,japan,,loc,True,,,loc,japan china,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
975,976,72436-2885744,2885744,72436-2885744-china,,,,,,,,,People's Republic of China,japan china,2.0,china,,loc,True,,,loc,japan china,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
976,977,72482-2887330,2887330,72482-2887330-garin,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""garin""~5","https://www.googleapis.com/books/v1/volumes?q=""garin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,garin,1.0,garin,,per,True,False,,per,garin,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
977,978,72584-2890605,2890605,,,,,,,,,,,cyclo-cross,1.0,,,,,,,,cyclo-cross,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
978,979,72615-2891197,2891197,72615-2891197-charles scharrès,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charles scharres""~5","https://www.googleapis.com/books/v1/volumes?q=""charles+scharr%C3%A8s""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",True,,,,,,,charles scharrès,2.0,charles scharrès,,per,True,True,,per,charles scharrès,,charles scharres,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
979,980,72810-2894716,2894716,72810-2894716-merbes,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""merbes""~5","https://www.googleapis.com/books/v1/volumes?q=""merbes""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Merkem,Section,Houthulst,West Flanders Province,Flanders,Belgium,merbes,1.0,merbes,,loc,True,,,loc,merbes,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
980,981,73078-2901093,2901093,73078-2901093-blaesheim,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""blaesheim""~5","https://www.googleapis.com/books/v1/volumes?q=""blaesheim""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,France,blaesheim,1.0,blaesheim,,loc,True,,,loc,blaesheim,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
981,982,73105-2901163,2901163,73105-2901163-tokio,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""pekin tokio""~5","https://www.googleapis.com/books/v1/volumes?q=""tokio%2C+p%C3%A9kin""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,Japan,"tokio, pékin",2.0,tokio,,loc,True,,,loc,"tokio, pékin",,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
982,983,73105-2901163,2901163,73105-2901163-pékin,,,,,,,,,China,"tokio, pékin",2.0,pékin,,loc,True,,,loc,"tokio, pékin",,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
983,984,73137-2901541,2901541,73137-2901541-la hestre,,,,La Hestre,Section,Manage,Hainaut Province,Wallonia,Belgium,garde civique de la hestre,5.0,la hestre,True,loc,True,False,false,loc,garde civique de la hestre,la hestre,,"La Hestre||||http://www.wikidata.org/entity/Q2350020section de Manage, Belgique","{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.261525596630475, 'south': 50.46656435124857, 'north': 50.48455164875143, 'west': 4.233256403369526, 'accuracyLevel': 1}, 'asciiName': 'La Hestre', 'countryId': '2802361', 'fcl': 'P', 'score': 31.649444580078125, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2791815', 'adminId1': '3337387', 'lat': '50.47556', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.24739', 'geonameId': 2793558, 'toponymName': 'La Hestre', 'adminCode4': '52043', 'population': 0, 'adminName5': '', 'adminName4': 'Manage', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': '7170', 'lang': 'post'}], 'adminName2': 'Hainaut Province', 'name': 'La Hestre', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
984,985,73238-2903879,2903879,73238-2903879-chine,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chine chines chinois japon kippon""~5","https://www.googleapis.com/books/v1/volumes?q=""chine%2C+chines%2C+chinois%2C+japon%2C+kippon%2C""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,,,,,,People's Republic of China,"chine, chines, chinois, japon, kippon,",5.0,chine,,loc,True,,,loc,"chine, chines, chinois, japon, kippon,",,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
985,986,73238-2903879,2903879,73238-2903879-japon,,,,,,,,,Japan,"chine, chines, chinois, japon, kippon,",5.0,japon,,loc,True,,,loc,"chine, chines, chinois, japon, kippon,",,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
986,987,73324-2906967,2906967,73324-2906967-mons,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chemin fer manage mons""~5","https://www.googleapis.com/books/v1/volumes?q=""chemin+fer+mons+manage""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Mons,Commune,Mons,Hainaut Province,Wallonia,Belgium,chemin fer mons manage,4.0,mons,False,loc,True,,,loc,chemin fer mons manage,mons,,None,"{'totalResultsCount': 255, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.013911356234991, 'south': 50.41492721848773, 'north': 50.49333203057007, 'west': 3.890665899014029, 'accuracyLevel': 2}, 'asciiName': 'Mons', 'countryId': '2802361', 'fcl': 'P', 'score': 162.7417449951172, 'adminId2': '2796741', 'adminId3': '2790866', 'countryCode': 'BE', 'adminId4': '2790871', 'adminId1': '3337387', 'lat': '50.45413', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '53', 'adminCode1': 'WAL', 'lng': '3.95229', 'geonameId': 2790869, 'toponymName': 'Mons', 'adminCode4': '53053', 'population': 91277, 'adminName5': '', 'adminName4': 'Mons', 'adminName3': 'Arrondissement of Mons', 'alternateNames': [{'name': 'Mons', 'lang': 'af'}, {'name': 'مونس', 'lang': 'ar'}, {'name': 'Горад Монс', 'lang': 'be'}, {'name': 'Монс', 'lang': 'bg'}, {'name': 'Mons', 'lang': 'ca'}, {'name': 'Mons', 'lang': 'cs'}, {'name': 'Mons', 'lang': 'de'}, {'name': 'Μονς', 'lang': 'el'}, {'name': 'Mons', 'lang': 'en'}, {'name': 'Mons', 'lang': 'eo'}, {'name': 'Mons', 'lang': 'es'}, {'name': 'مون', 'lang': 'fa'}, {'isPreferredName': True, 'name': 'Mons', 'lang': 'fr'}, {'name': 'Bergen', 'lang': 'fy'}, {'name': 'מונס', 'lang': 'he'}, {'name': 'Մոնս', 'lang': 'hy'}, {'name': 'Mons', 'lang': 'it'}, {'name': 'モンス', 'lang': 'ja'}, {'name': '몽스', 'lang': 'ko'}, {'name': 'Montes', 'lang': 'la'}, {'name': 'Berge', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Mons', 'lang': 'link'}, {'name': 'Monsas', 'lang': 'lt'}, {'name': 'Monsa', 'lang': 'lv'}, {'name': 'माँस', 'lang': 'mr'}, {'name': 'Bergen', 'lang': 'nl'}, {'name': 'Mon', 'lang': 'pcd'}, {'name': 'Mons', 'lang': 'pl'}, {'name': '7000', 'lang': 'post'}, {'name': 'Mons', 'lang': 'pt'}, {'name': 'Mons', 'lang': 'ro'}, {'name': 'Монс', 'lang': 'ru'}, {'name': 'Монс', 'lang': 'sr'}, {'name': 'Mons', 'lang': 'sv'}, {'name': 'มงส์', 'lang': 'th'}, {'name': 'Монс', 'lang': 'uk'}, {'name': 'MQS', 'lang': 'unlc'}, {'name': 'Mons', 'lang': 'vi'}, {'name': 'Bergn', 'lang': 'vls'}, {'name': 'Mont', 'lang': 'wa'}, {'name': '蒙斯', 'lang': 'zh'}], 'adminName2': 'Hainaut Province', 'name': 'Mons', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
986,987,73324-2906967,2906967,73324-2906967-mons,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chemin fer manage mons""~5","https://www.googleapis.com/books/v1/volumes?q=""chemin+fer+mons+manage""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,Mons,Commune,Mons,Hainaut Province,Wallonia,Belgium,chemin fer mons manage,4.0,mons,False,loc,True,,,loc,chemin fer mons manage,manage,,None,"{'totalResultsCount': 16, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.265900916817061, 'south': 50.48403758994007, 'north': 50.522194410059925, 'west': 4.205885083182939, 'accuracyLevel': 2}, 'asciiName': 'Manage', 'countryId': '2802361', 'fcl': 'P', 'score': 53.9793815612793, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2791815', 'adminId1': '3337387', 'lat': '50.50312', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.23589', 'geonameId': 2791814, 'toponymName': 'Manage', 'adminCode4': '52043', 'population': 22196, 'adminName5': '', 'adminName4': 'Manage', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': 'Манаж', 'lang': 'bg'}, {'name': 'منژ', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Manage%2C_Belgium', 'lang': 'link'}, {'name': '7170', 'lang': 'post'}, {'name': 'Манаж', 'lang': 'ru'}, {'name': 'MAN', 'lang': 'unlc'}, {'name': 'Manadje', 'lang': 'wa'}], 'adminName2': 'Hainaut Province', 'name': 'Manage', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
987,988,73324-2906967,2906967,73324-2906967-manage,,,,,Commune,,,,Belgium,chemin fer mons manage,4.0,manage,False,loc,True,,,loc,chemin fer mons manage,mons,,None,"{'totalResultsCount': 255, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.013911356234991, 'south': 50.41492721848773, 'north': 50.49333203057007, 'west': 3.890665899014029, 'accuracyLevel': 2}, 'asciiName': 'Mons', 'countryId': '2802361', 'fcl': 'P', 'score': 162.7417449951172, 'adminId2': '2796741', 'adminId3': '2790866', 'countryCode': 'BE', 'adminId4': '2790871', 'adminId1': '3337387', 'lat': '50.45413', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '53', 'adminCode1': 'WAL', 'lng': '3.95229', 'geonameId': 2790869, 'toponymName': 'Mons', 'adminCode4': '53053', 'population': 91277, 'adminName5': '', 'adminName4': 'Mons', 'adminName3': 'Arrondissement of Mons', 'alternateNames': [{'name': 'Mons', 'lang': 'af'}, {'name': 'مونس', 'lang': 'ar'}, {'name': 'Горад Монс', 'lang': 'be'}, {'name': 'Монс', 'lang': 'bg'}, {'name': 'Mons', 'lang': 'ca'}, {'name': 'Mons', 'lang': 'cs'}, {'name': 'Mons', 'lang': 'de'}, {'name': 'Μονς', 'lang': 'el'}, {'name': 'Mons', 'lang': 'en'}, {'name': 'Mons', 'lang': 'eo'}, {'name': 'Mons', 'lang': 'es'}, {'name': 'مون', 'lang': 'fa'}, {'isPreferredName': True, 'name': 'Mons', 'lang': 'fr'}, {'name': 'Bergen', 'lang': 'fy'}, {'name': 'מונס', 'lang': 'he'}, {'name': 'Մոնս', 'lang': 'hy'}, {'name': 'Mons', 'lang': 'it'}, {'name': 'モンス', 'lang': 'ja'}, {'name': '몽스', 'lang': 'ko'}, {'name': 'Montes', 'lang': 'la'}, {'name': 'Berge', 'lang': 'li'}, {'name': 'http://en.wikipedia.org/wiki/Mons', 'lang': 'link'}, {'name': 'Monsas', 'lang': 'lt'}, {'name': 'Monsa', 'lang': 'lv'}, {'name': 'माँस', 'lang': 'mr'}, {'name': 'Bergen', 'lang': 'nl'}, {'name': 'Mon', 'lang': 'pcd'}, {'name': 'Mons', 'lang': 'pl'}, {'name': '7000', 'lang': 'post'}, {'name': 'Mons', 'lang': 'pt'}, {'name': 'Mons', 'lang': 'ro'}, {'name': 'Монс', 'lang': 'ru'}, {'name': 'Монс', 'lang': 'sr'}, {'name': 'Mons', 'lang': 'sv'}, {'name': 'มงส์', 'lang': 'th'}, {'name': 'Монс', 'lang': 'uk'}, {'name': 'MQS', 'lang': 'unlc'}, {'name': 'Mons', 'lang': 'vi'}, {'name': 'Bergn', 'lang': 'vls'}, {'name': 'Mont', 'lang': 'wa'}, {'name': '蒙斯', 'lang': 'zh'}], 'adminName2': 'Hainaut Province', 'name': 'Mons', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
987,988,73324-2906967,2906967,73324-2906967-manage,,,,,Commune,,,,Belgium,chemin fer mons manage,4.0,manage,False,loc,True,,,loc,chemin fer mons manage,manage,,None,"{'totalResultsCount': 16, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 4.265900916817061, 'south': 50.48403758994007, 'north': 50.522194410059925, 'west': 4.205885083182939, 'accuracyLevel': 2}, 'asciiName': 'Manage', 'countryId': '2802361', 'fcl': 'P', 'score': 53.9793815612793, 'adminId2': '2796741', 'adminId3': '2800480', 'countryCode': 'BE', 'adminId4': '2791815', 'adminId1': '3337387', 'lat': '50.50312', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'WHT', 'adminCode3': '52', 'adminCode1': 'WAL', 'lng': '4.23589', 'geonameId': 2791814, 'toponymName': 'Manage', 'adminCode4': '52043', 'population': 22196, 'adminName5': '', 'adminName4': 'Manage', 'adminName3': 'Arrondissement de Charleroi', 'alternateNames': [{'name': 'Манаж', 'lang': 'bg'}, {'name': 'منژ', 'lang': 'fa'}, {'name': 'http://en.wikipedia.org/wiki/Manage%2C_Belgium', 'lang': 'link'}, {'name': '7170', 'lang': 'post'}, {'name': 'Манаж', 'lang': 'ru'}, {'name': 'MAN', 'lang': 'unlc'}, {'name': 'Manadje', 'lang': 'wa'}], 'adminName2': 'Hainaut Province', 'name': 'Manage', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Wallonia'}]}"
988,989,73345-2907789,2907789,73345-2907789-eygenbilsen,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""eygenbilsen""~5","https://www.googleapis.com/books/v1/volumes?q=""eygenbilsen""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,Section,,,,Belgium,eygenbilsen,1.0,eygenbilsen,True,loc,True,,,loc,eygenbilsen,eygenbilsen,,None,"{'totalResultsCount': 1, 'geonames': [{'timezone': {'gmtOffset': 1, 'timeZoneId': 'Europe/Brussels', 'dstOffset': 2}, 'bbox': {'east': 5.590075409742736, 'south': 50.86591735124857, 'north': 50.883904648751425, 'west': 5.561564590257264, 'accuracyLevel': 1}, 'asciiName': 'Eigenbilzen', 'countryId': '2802361', 'fcl': 'P', 'score': 25.42131805419922, 'adminId2': '2792347', 'adminId3': '2785388', 'countryCode': 'BE', 'adminId4': '2801925', 'adminId1': '3337388', 'lat': '50.87491', 'fcode': 'PPL', 'continentCode': 'EU', 'adminCode2': 'VLI', 'adminCode3': '73', 'adminCode1': 'VLG', 'lng': '5.57582', 'geonameId': 2798934, 'toponymName': 'Eigenbilzen', 'adminCode4': '73006', 'population': 0, 'adminName5': '', 'adminName4': 'Bilzen', 'adminName3': 'Arrondissement of Tongeren', 'alternateNames': [{'name': '3740', 'lang': 'post'}, {'name': 'EBZ', 'lang': 'unlc'}], 'adminName2': 'Limburg Province', 'name': 'Eigenbilzen', 'fclName': 'city, village,...', 'countryName': 'Belgium', 'fcodeName': 'populated place', 'adminName1': 'Flanders'}]}"
989,990,73367-2908488,2908488,73367-2908488-magidson,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""magidson""~5","https://www.googleapis.com/books/v1/volumes?q=""magidson""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,magidson,1.0,magidson,,per,True,False,,per,magidson,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
990,991,73460-2910396,2910396,73460-2910396-lemonnier,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""lemonnier""~5","https://www.googleapis.com/books/v1/volumes?q=""lemonnier""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,lemonnier,1.0,lemonnier,,per,True,False,,per,lemonnier,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
991,992,73579-2915126,2915126,73579-2915126-peel,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""peel""~5","https://www.googleapis.com/books/v1/volumes?q=""peel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,peel,1.0,peel,,per_loc,True,False,,per_loc,peel,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
992,993,73912-2924746,2924746,73912-2924746-verdbois,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""brand verdbois""~5","https://www.googleapis.com/books/v1/volumes?q=""verdbois+brand""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,verdbois brand,2.0,verdbois,,per,True,False,,per,verdbois brand,,,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
993,994,73941-2925042,2925042,73941-2925042-charlie,"https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""charlie chocolaterie et la""~5","https://www.googleapis.com/books/v1/volumes?q=""charlie+et+la+chocolaterie""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",False,,,,,,,charlie et la chocolaterie,4.0,charlie,,per,True,False,,per,charlie et la chocolaterie,,charlie et,Belgique||||http://www.wikidata.org/entity/Q31État d'Europe occidentale,
