Nom De La Commune,Qid,wiki_unified,page_id,page_length,extract,localisation administrative,name_wikidata,geonameId,adminName4,adminName2,toponymName,Code Postal Ancien,Code Postal Actuel,Code Ins
ONHAYE,Onhaye,https://fr.wikipedia.org/wiki/Onhaye,181301,7922,"Onhaye [ɔ̃ɛ] (en wallon Onhaye) est une commune francophone de Belgique située en Région wallonne dans la province de Namur, ainsi qu’une localité où siège son administration. Onhaye est une commune rurale.",Namur,Onhaye,2789834,Onhaye,Namur,Onhaye,5523,5520,91103
Onkerzele,Onkerzele,https://fr.wikipedia.org/wiki/Onkerzele,1650108,1291,"Onkerzele est une section de la ville belge de Grammont dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale.
C'était une commune à part entière avant la fusion des communes de 1977.
Le village est situé le long de la Dendre. L'altitude varie de 15 à 95 mètres.
 Portail de la Flandre-Orientale",Grammont,Onkerzele,2789832,Grammont,Flandre-Orientale,Onkerzele,9500,9500,41050
Onnezies,Onnezies,https://fr.wikipedia.org/wiki/Onnezies,1608730,1027,"Onnezies est une section de la commune belge de Honnelles, située en Région wallonne dans la province de Hainaut.",Honnelles,Onnezies,2789829,Honnelles,Hainaut,Onnezies,7384,7387,53063
Onoz,Onoz,https://fr.wikipedia.org/wiki/Onoz (Jemeppe-sur-Sambre),916797,2074,"Onoz (en wallon Ôno) est une section de la commune belge de Jemeppe-sur-Sambre située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
Ce village est connu pour son château de Mielmont édifié au XIIe siècle, qui est accroché comme un nid d'aigle à l'éperon rocheux qui domine la vallée. Le centre du village est bucolique, avec un ancien moulin et une petite église.
Onoz invite aussi à des souvenirs plus lointains : en descendant tranquillement les bords de l’Orneau, on arrive là où l'on découvrit l'Homme de Spy, dans une grotte dont les abords ont été aménagés pour les touristes.",Jemeppe-sur-Sambre,Onoz,2789827,Jemeppe-sur-Sambre,Namur,Onoz,5790,5190,92098
Onze-Lieve-Vrouw-Lombeek,Lombeek-Notre-Dame,https://fr.wikipedia.org/wiki/Lombeek-Notre-Dame,1760850,1361,"Lombeek-Notre-Dame (en néerlandais Onze-Lieve-Vrouw-Lombeek) est une section de la commune belge de Roosdaal située en Région flamande dans la province du Brabant flamand.
C'était une commune à part entière avant la fusion des communes de 1964.
Le nom de l'ancienne commune est liée à Frans Van Cauwelaert.
L'église de la commune de style gothique possède la particularité d'avoir un clocher tors qui serait le seul répertorié en Région flamande.
 Portail du Brabant flamand",Roosdaal,Lombeek-Notre-Dame,2789824,Roosdaal,Brabant-Flamand,Onze-Lieve-Vrouw-Lombeek,1760,1760,23059
Onze-Lieve-Vrouw-Waver,Wavre-Notre-Dame,https://fr.wikipedia.org/wiki/Wavre-Notre-Dame,3191199,1025,"Wavre-Notre-Dame (Onze-Lieve-Vrouw-Waver en néerlandais) est une section de la commune belge de Wavre-Sainte-Catherine située en Région flamande dans la province d'Anvers.
 Portail d’Anvers et sa province",Wavre-Sainte-Catherine,Wavre-Notre-Dame,2789821,Wavre-Sainte-Catherine,Anvers,Onze-Lieve-Vrouw-Waver,2860,2861,12027
Ooigem,Ooigem,https://fr.wikipedia.org/wiki/Ooigem,3023411,1584,"Ooigem est une section de la commune belge de Wielsbeke, en province de Flandre-Occidentale.",Wielsbeke,Ooigem,2789817,Wielsbeke,Flandre-Occidentale,Ooigem,8781,8710,37009
Ooike,Ooike,https://fr.wikipedia.org/wiki/Ooike,3174338,1123,Ooike est une section de la commune belge de Wortegem-Petegem située en Région flamande dans la province de Flandre-Orientale.,Wortegem-Petegem,Ooike,2789815,Wortegem-Petegem,Flandre-Orientale,Ooike,9790,9790,45033
Ooike,Ooike,https://fr.wikipedia.org/wiki/Ooike,3174338,1123,Ooike est une section de la commune belge de Wortegem-Petegem située en Région flamande dans la province de Flandre-Orientale.,Wortegem-Petegem,Ooike,2789815,Wortegem-Petegem,Flandre-Orientale,Ooike,9790,9700,null
Ooike,Ooike,https://fr.wikipedia.org/wiki/Ooike,3174338,1123,Ooike est une section de la commune belge de Wortegem-Petegem située en Région flamande dans la province de Flandre-Orientale.,Wortegem-Petegem,Ooike,2789815,Wortegem-Petegem,Flandre-Orientale,Ooike,9790,9790,null
Oombergen,Oombergen,https://fr.wikipedia.org/wiki/Oombergen,1689224,1574,"Depuis 1977, Oombergen est une section de la ville belge de Zottegem dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale. Lors de la fusion, une partie de l'ancienne commune d'Oombergen a été rattachée à Hautem-Saint-Liévin.
L’église dont certains éléments sont de type roman date du XIVe siècle. Un incendie a eu lieu en 1919 et l’église a été rénovée avec les conseils de l’architecte gantois Valentin Vaerwyck.",Zottegem,Oombergen,2789811,Zottegem,Flandre-Orientale,Oombergen,9620,9620,41051
Oombergen,Oombergen,https://fr.wikipedia.org/wiki/Oombergen,1689224,1574,"Depuis 1977, Oombergen est une section de la ville belge de Zottegem dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale. Lors de la fusion, une partie de l'ancienne commune d'Oombergen a été rattachée à Hautem-Saint-Liévin.
L’église dont certains éléments sont de type roman date du XIVe siècle. Un incendie a eu lieu en 1919 et l’église a été rénovée avec les conseils de l’architecte gantois Valentin Vaerwyck.",Zottegem,Oombergen,2789811,Zottegem,Flandre-Orientale,Oombergen,9620,9520,null
Oombergen,Oombergen,https://fr.wikipedia.org/wiki/Oombergen,1689224,1574,"Depuis 1977, Oombergen est une section de la ville belge de Zottegem dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale. Lors de la fusion, une partie de l'ancienne commune d'Oombergen a été rattachée à Hautem-Saint-Liévin.
L’église dont certains éléments sont de type roman date du XIVe siècle. Un incendie a eu lieu en 1919 et l’église a été rénovée avec les conseils de l’architecte gantois Valentin Vaerwyck.",Zottegem,Oombergen,2789811,Zottegem,Flandre-Orientale,Oombergen,9620,9620,null
Oorbeek,Oorbeek,https://fr.wikipedia.org/wiki/Oorbeek,3201279,908,"Oorbeek est une section de la ville belge de Tirlemont située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Tirlemont,Oorbeek,2789809,Tienen,Brabant-Flamand,Oorbeek,3300,3300,24081
Oordegem,Oordegem,https://fr.wikipedia.org/wiki/Oordegem,1687268,1159,Oordegem est une section de la commune belge de Lede dans le Denderstreek sur le Molenbeek située dans la province de Flandre-Orientale en Région flamande.,Lede,Oordegem,2789807,Lede,Flandre-Orientale,Oordegem,9260,9340,41052
Oorderen,Oorderen,https://fr.wikipedia.org/wiki/Oorderen,2947585,344,"Oorderen était un petit village belge, situé au nord d'Anvers. Il a été démoli dans les années 1960 pour permettre un agrandissement du port d'Anvers.
 Portail de la Belgique",,Oorderen,2789805,Province dAnvers,Anvers,Oorderen,,2000,11061
Oostakker,Oostakker,https://fr.wikipedia.org/wiki/Oostakker,3181475,1412,"Oostakker — en français parfois écrit avec l'ancienne orthographe, Oostacker — est une section de la ville belge de Gand située en Région flamande dans la province de Flandre-Orientale. Les inhabitants d'Eaustackère sont connu comme des Eaustackèses.",Gand,Oostakker,2789800,Gand,Flandre-Orientale,Oostakker,9040,9041,44051
Oostduinkerke,Oostduinkerke,https://fr.wikipedia.org/wiki/Oostduinkerke,121292,24080,Oostduinkerke est une section de la commune belge de Coxyde située en Région flamande dans la province de Flandre-Occidentale.,Coxyde,Oostduinkerke,2789794,Coxyde,Flandre-Occidentale,Oostduinkerke,8458,8670,38018
Oosteeklo,Oosteeklo,https://fr.wikipedia.org/wiki/Oosteeklo,1691445,1160,"Oosteeklo est une section de la commune d'Assenede, située en Belgique en Région flamande dans la province de Flandre-Orientale.",Assenede,Oosteekloo,2789792,Assenede,Flandre-Orientale,Oosteeklo,9969,9968,43012
OOSTENDE,Ostende,https://fr.wikipedia.org/wiki/Ostende,187440,33554,"Ostende (néerlandais : Oostende) est une ville belge située en Région flamande, dans la province de Flandre-Occidentale. Ville portuaire de la côte belge (mer du Nord), elle est surnommée la « reine des plages » ou encore la « ville la plus britannique » par les Anglais.",,Ostende,2789786,Oostende,Flandre-Occidentale,Ostend,8400,8400,35013
OOSTERZELE,Oosterzele,https://fr.wikipedia.org/wiki/Oosterzele,1175653,1973,"Oosterzele est une commune néerlandophone de Belgique située en Région flamande, dans la province de Flandre-Orientale.",Flandre-Orientale,Oosterzele,2789771,Oosterzele,Flandre-Orientale,Oosterzele,9250,9860,44052
Oostham,Oostham,https://fr.wikipedia.org/wiki/Oostham,3195911,3900,Oostham est une section de la commune belge de Ham située en Région flamande dans la province de Limbourg.,Ham,Oostham,2789769,Ham,Limbourg,Oostham,3969,3945,71046
OOSTKAMP,Oostkamp,https://fr.wikipedia.org/wiki/Oostkamp,913156,10678,"Oostkamp est une commune néerlandophone de Belgique située en Région flamande dans la province de Flandre-Occidentale, ainsi qu’une localité où siège son administration.
La commune compte environ 23 000 habitants vivant sur une superficie d’environ 80 km2.",Flandre-Occidentale,Oostkamp,2789751,Oostkamp,Flandre-Occidentale,Oostkamp,8020,8020,31022
Oostkerke,Oostkerke,https://fr.wikipedia.org/wiki/Oostkerke (Damme),3172458,1434,Oostkerke est une section de la ville belge de Damme située en Région flamande dans la province de Flandre-Occidentale.,Damme,Oostkerke,2789748,Diksmuide,Flandre-Occidentale,Oostkerke,8350,8340,31023
Oostkerke,Oostkerke,https://fr.wikipedia.org/wiki/Oostkerke (Dixmude),3170538,1063,"Oostkerke est une section de la ville belge de Dixmude située en Région flamande dans la province de Flandre-Occidentale.
 Portail de la Flandre-Occidentale",Dixmude,Oostkerke,2789748,Diksmuide,Flandre-Occidentale,Oostkerke,8172,8600,32018
Oostmalle,Oostmalle,https://fr.wikipedia.org/wiki/Oostmalle,3193738,1203,Oostmalle est une section de la commune belge de Malle située en Région flamande dans la province d'Anvers.,Malle,Oostmalle,7668192,Malle,Anvers,Oostmalle Air Base,2150,2390,11032
Oostnieuwkerke,Oostnieuwkerke,https://fr.wikipedia.org/wiki/Oostnieuwkerke,2711085,1071,"Oostnieuwkerke est une section de la commune belge de Staden, en province de Flandre-Occidentale. Jusqu'en 1977, c'était une commune à part entière.
 Portail de la Flandre-Occidentale",Staden,Oostnieuwkerke,2789741,Staden,Flandre-Occidentale,Oostnieuwkerke,8820,8840,36014
OOSTROZEBEKE,Oostrozebeke,https://fr.wikipedia.org/wiki/Oostrozebeke,835064,5738,Oostrozebeke est une commune néerlandophone de Belgique située en Région flamande dans la province de Flandre-Occidentale.,Flandre-Occidentale,Oostroozebeke,2789737,Oostrozebeke,Flandre-Occidentale,Oostrozebeke,8780,8780,37010
Oostvleteren,Oostvleteren,https://fr.wikipedia.org/wiki/Oostvleteren,1796145,1883,"Oostvleteren est un village situé en Belgique, dans la province de Flandre-Occidentale. C'est une section de la commune de Vleteren.",,Oostvleteren,2789731,Vleteren,Flandre-Occidentale,Oostvleteren,8980,8640,33018
Oostwinkel,Oostwinkel,https://fr.wikipedia.org/wiki/Oostwinkel,3185109,1128,"Oostwinkel est une section de la commune belge de Zomergem située en Région flamande dans la province de Flandre-Orientale.

 Portail de la Flandre-Orientale",Zomergem,Oostwinkel,2789729,Zomergem,Flandre-Orientale,Oostwinkel,9931,9931,44053
Opbrakel,Opbrakel,https://fr.wikipedia.org/wiki/Opbrakel,3174973,2186,Opbrakel est une section de la commune belge de Brakel située en Région flamande dans la province de Flandre-Orientale et le Denderstreek.,Brakel,Opbrakel,2789723,Brakel,Flandre-Orientale,Opbrakel,9660,9660,45034
Opdorp,Opdorp,https://fr.wikipedia.org/wiki/Opdorp,3178659,964,"Opdorp est une section de la commune belge de Buggenhout dans le Denderstreek située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Buggenhout,Opdorp,2789716,Buggenhout,Flandre-Orientale,Opdorp,9360,9255,42015
OPGLABBEEK,Opglabbeek,https://fr.wikipedia.org/wiki/Opglabbeek,237621,4424,"Opglabbeek est une commune néerlandophone de Belgique située en Région flamande dans la province de Limbourg.
Au 1er juillet 2004, la population totale de cette commune est de 9 352 habitants (4 718 hommes et 4 634 femmes). La superficie totale est de 24,98 km2.
Code postal : 3660",Limbourg,Opglabbeek,2789714,Opglabbeek,Limbourg,Opglabbeek,3660,3660,71047
Opgrimbie,Opgrimbie,https://fr.wikipedia.org/wiki/Opgrimbie,3198633,1030,Opgrimbie est une section de la commune belge de Maasmechelen située en Région flamande dans la province de Limbourg.,Maasmechelen,Opgrimbie,2789712,Maasmechelen,Limbourg,Opgrimbie,3630,3630,73060
Ophain-Bois-Seigneur-Isaac,Ophain-Bois-Seigneur-Isaac,https://fr.wikipedia.org/wiki/Ophain-Bois-Seigneur-Isaac,899694,3084,"Ophain-Bois-Seigneur-Isaac [ɔpɛ̃bwasɛɲœʁizaak] (en wallon Opin) est une section de la commune belge de Braine-l'Alleud, située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1977. Elle est formée des hameaux de Ophain (prononcé /o.pɛ̃/), Opin en wallon, et de Bois-Seigneur-Isaac, Bolozak ou Bos Sinuza en wallon. Le village de Bois-Seigneur-Isaac est surtout connu pour son ancienne abbaye et son château construit au XIIe siècle transformé en château de plaisance au XVIIIe siècle par les descendants d'Isaac de Cambrai.
Elle a célébré en 2016 les 250 ans de l'église Sainte-Aldegonde, datant de 1766.",Braine-l'Alleud,Ophain-Bois-Seigneur-Isaac,2789708,Braine-l’Alleud,Brabant Wallon,Ophain-Bois-Seigneur-Isaac,1421,1421,25078
Ophasselt,Ophasselt,https://fr.wikipedia.org/wiki/Ophasselt,1650112,1574,"Ophasselt est une section de la ville belge de Grammont située en Région flamande dans la province de Flandre-Orientale et le Denderstreek.
C'était une commune à part entière avant la fusion des communes de 1977.",Grammont,Ophasselt,2789705,Grammont,Flandre-Orientale,Ophasselt,9573,9500,41053
Opheers,Opheers,https://fr.wikipedia.org/wiki/Opheers,3198112,958,"Opheers est une section de la commune belge de Heers située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Heers,Opheers,2789702,Heers,Limbourg,Opheers,3870,3870,73061
Opheylissem,Opheylissem,https://fr.wikipedia.org/wiki/Opheylissem,1992219,2596,"Opheylissem [ɔpɛlisɛm] (en wallon Élessinea ou Opelisseme) est une section de la commune belge d'Hélécine située en Région wallonne dans la province du Brabant wallon.
Ce village se trouve au bord de la Petite Gette, à l’extrémité nord-est du Brabant wallon. C’était une commune à part entière avant la fusion de communes. Avec deux autres villages de la vallée de la Petite Gette, Linsmeau et Neerheylissem, il fait dorénavant partie de la nouvelle commune d'Hélécine.
Son nom signifie « Hélécine d’en haut ». Il est surtout connu par son ancienne abbaye prémontrée, dont la fondation date du XIIe siècle : son palais abbatial est aujourd’hui le domaine provincial d’Hélécine.
C'est une étape sur le pèlerinage de Saint-Jacques-de-Compostelle ; point de départ de la via Gallia Belgica.",Hélécine,Opheylissem,2789700,Hélécine,Brabant Wallon,Opheylissem,5919,1357,25079
Ophoven,Ophoven,https://fr.wikipedia.org/wiki/Ophoven (Belgique),3195531,3831,Ophoven est une section de la commune belge de Kinrooi située en Région flamande dans la province de Limbourg.,Kinrooi,Ophoven,2789696,Kinrooi,Limbourg,Ophoven,3688,3640,72026
Opitter,Opitter,https://fr.wikipedia.org/wiki/Opitter,3195155,3692,Opitter est une section de la ville belge de Brée située en Région flamande dans la province de Limbourg.,Brée,Opitter,2789692,Brée,Limbourg,Opitter,3692,3960,72027
Oplinter,Oplinter,https://fr.wikipedia.org/wiki/Oplinter,3201281,935,"Oplinter est une section de la ville belge de Tirlemont située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Tirlemont,Oplinter,2789688,Tienen,Brabant-Flamand,Oplinter,3300,3300,24082
Opoeteren,Opoeteren,https://fr.wikipedia.org/wiki/Opoeteren,3195561,3814,Opoeteren est une section de la ville belge de Maaseik située en Région flamande dans la province de Limbourg.,Maaseik,Opoeteren,2789684,Maaseik,Limbourg,Opoeteren,3671,3680,72028
Opont,Opont,https://fr.wikipedia.org/wiki/Opont,1051569,3184,Opont (en wallon Ôpont) est une section de la commune belge de Paliseul située en Région wallonne dans la province de Luxembourg.,Paliseul,Opont,2789682,Paliseul,Luxembourg,Opont,6852,6852,84048
Opprebais,Opprebais,https://fr.wikipedia.org/wiki/Opprebais,2007582,1639,"Opprebais (en wallon local Ôprèbay) est une section de la commune belge d'Incourt située en Région wallonne dans la province du Brabant wallon.

C'était une commune à part entière avant la fusion des communes de 1977.
Opprebais est arrosé par le ruisseau de l'Opprebais, affluent de la Grande Gette.
Étymologie : Opprebais vient du flamand : opper beek (ruisseau supérieur)[réf. nécessaire]",Incourt,Opprebais,2789671,Incourt,Brabant Wallon,Opprebais,5974,1315,25080
Oppuurs,Oppuurs,https://fr.wikipedia.org/wiki/Oppuurs,3191193,976,"Oppuurs est une section de la commune belge de Saint-Amand située en Région flamande dans la province d'Anvers.
 Portail d’Anvers et sa province",Saint-Amand,Oppuurs,2789668,Sint-Amands,Anvers,Oppuurs,2688,2890,12028
Opvelp,Opvelp,https://fr.wikipedia.org/wiki/Opvelp,3200004,1966,Opvelp est une section de la commune belge de Bierbeek située en Région flamande dans la province du Brabant flamand.,Bierbeek,Opvelp,2789656,Bierbeek,Brabant-Flamand,Opvelp,3371,3360,24083
OPWIJK,Opwijk,https://fr.wikipedia.org/wiki/Opwijk,658590,5234,"Opwijk est une commune néerlandophone de Belgique située en Région flamande dans la province du Brabant flamand. Elle se situe à 20 km de Bruxelles et à 12 km de Termonde. Commune à vocation agricole, son caractère résidentiel s'est accru ces dernières années. Voisine des communes brabançonnes de Asse et Merchtem, elle compte également des frontières communes avec la province de Flandre-Orientale, à savoir les villages de Baardegem et Meldert (entités d'Alost) et ceux de Lebbeke et Buggenhout.
La commune de Mazenzele sud-orienté a été fusionnée à Opwijk en 1977. Opwijk compte de plus deux localités: Droeshout et Nijverseel. L'ensemble de l'entité représente 14 000 habitants.",Brabant flamand,Opwijk,2789654,Opwijk,Brabant-Flamand,Opwijk,1890,1745,23060
Orbais,Orbais,https://fr.wikipedia.org/wiki/Orbais (Perwez),1726092,1652,"Orbais (en wallon Orbåy) est une section de la commune belge de Perwez située en Région wallonne dans la province du Brabant wallon.
C'était une commune à part entière avant la fusion des communes de 1977.
Ce village est arrosé par le ruisseau de l'Orbais.",Perwez,Orbais,2789650,Perwez,Brabant Wallon,Orbais,5923,1360,25081
Orchimont,Orchimont,https://fr.wikipedia.org/wiki/Orchimont,648952,4849,"Orchimont (en wallon Orcîmont) est une section de la commune belge de Vresse-sur-Semois située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
Orchimont s'étage en pente douce sur un promontoire escarpé. À ses pieds, deux ruisseaux, celui d'Orchimont et celui de Bellefontaine, réunissent leurs eaux. Rien dans ce rustique village de montagne, paisible et retiré, ne laisse soupçonner son tumultueux passé: jadis capitale de la Basse-Semois, puis chef-lieu de canton au début de la période française, Orchimont (étymologiquement Mont-des-Ours) possédait au Moyen Âge le statut de ville, entourée de remparts et défendue par un château fort. Juché au bord d'une vertigineuse muraille rocheuse, ce véritable nid d'aigle passait pour imprenable. Mais en 1635, l'armée de Louis XIII, forte de 35 000 hommes, pénètre dans les Pays-Bas espagnols ; prise d'assaut, la place d'Orchimont tombe le 11 mai ; l'orgueilleux château, livré au pillage et brûlé, ne s'en relèvera plus. Il n'en demeure que de maigres vestiges car en 1878, la construction de la route acheva de ravager ce site historique ; un pittoresque calvaire sous auvent marque encore l'emplacement du puits.

Le plan de la localité, aujourd'hui envahie de secondes résidences, est toujours révélateur d'une ancienne bourgade médiévale. En flânant le long des remparts disparus, on se rend aisément compte de l'importance stratégique de l'endroit, cerné de ravins à pic. Le ""burg"" d'Orchimont n'était pratiquement accessible que par le nord. L'intérieur de l'église (1863), néogothique, où dominent les tons blanc et bleu, avec de beaux vitraux modernes, diffuse une rare impression de mystère et de recueillement.
Au pied du Mont, non loin de l'abri qui marque le point d'arrêt de l'ancien chemin de fer vicinal joignant Gedinne à Vresse, un joli petit pont de pierre à deux arches franchit le ruisseau: c'est le vieux pont de Cérivaux. Le long de la route sinueuse qui mène au plateau de Conrad, se dresse la chapelle du Flachis, érigée sur la tombe d'un maquisard flamand qui trouva la mort à cet endroit le 2 septembre 1944. Une plaque y rappelle les noms de tous les soldats de l'Armée Secrète tombés au champ d'honneur dans le maquis le d'Orchimont. Leurs anciens compagnons d'armes se réunissent ici tous les ans vers la fin du mois d'août pour une brève cérémonie du souvenir. La chapelle du Flachis est le monument le plus émouvant. Le plus saisissant élevé à la mémoire des Combattants de l'Ombre et de l'esprit chevaleresque qui les animait au cœur de la profonde forêt d'Ardenne.

De nombreux sentiers balisés ménagent de superbes vues sur le village; d'autres promenades pédestres sillonnent la campagne environnante comme celle de la Roche l'Ermite ou celle qui mène à l'impressionnant mégalithe de la Roche Campa, via la Barrière de Mointerne, hameau de Nafraiture sur la route de Charleville surnommé ""Ici la France"" en raison de la toute proximité de la frontière.",Vresse-sur-Semois,Orchimont,9022779,Vresse-sur-Semois,Namur,Orchimont Airport,6869,5550,91104
Orcq,Orcq,https://fr.wikipedia.org/wiki/Orcq,902628,1703,"Orcq est une section de la ville belge de Tournai, située en Région wallonne dans la province de Hainaut.
C'était, avant la fusion des communes de 1977, une commune à part entière.
Des traces d'un habitat de la fin de la période de La Tène y ont été découvertes dans les années 1970. On a trouvé la structure entière d'une cabane avec un foyer, des parties de trois autres cabanes et de deux fosses. On a également découvert sur ce site de la céramique façonnée à la main.

 Portail du Hainaut",Tournai,Orcq,2789643,Arrondissement administratif de Tournai,Hainaut,Orcq,7501,7501,57060
Ordingen,Ordingen,https://fr.wikipedia.org/wiki/Ordingen,3196181,989,"Ordingen est une section de la ville belge de Saint-Trond située en Région flamande dans la province de Limbourg.
 Portail de la Belgique
 Portail de la Région flamande",Saint-Trond,Ordingen,2789640,Sint-Truiden,Limbourg,Ordingen,3815,3800,71048
Oret,Oret,https://fr.wikipedia.org/wiki/Oret,1438348,27773,"Oret (en wallon Ôret) est une section de la commune belge de Mettet située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977. La partie sud de la route Fraire-Rouillon fut rattachée à Florennes et la partie nord avec le centre du village fut rattachée à l'entité de Mettet.",,Oret,2789638,Mettet,Namur,Oret,5647,5640,93052
OREYE,Oreye,https://fr.wikipedia.org/wiki/Oreye,47424,14278,"Oreye (en wallon Oreye, en néerlandais Oerle) est une commune francophone de Belgique située en Région wallonne dans la province de Liège, ainsi qu’une localité où siège son administration. Elle est traversée par la rivière Geer.",Liège,Oreye,2789635,Oreye,Liège,Oreye,4368,4360,64056
Orgeo,Orgeo,https://fr.wikipedia.org/wiki/Orgeo,959377,2737,"Orgeo (prononcé [ɔʀʒo], en wallon Ôrdjô) est une section de la commune belge de Bertrix située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.",Bertrix,Orgeo,2789633,Bertrix,Luxembourg,Orgeo,6801,6880,84049
Ormeignies,Ormeignies,https://fr.wikipedia.org/wiki/Ormeignies,561554,21025,"Ormeignies est une section de la ville belge d'Ath située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Ath,Ormeignies,2789626,Ath,Hainaut,Ormeignies,7802,7802,51047
ORP-JAUCHE,Orp-Jauche,https://fr.wikipedia.org/wiki/Orp-Jauche,228917,8357,Orp-Jauche (en wallon Oû-Djåce) est une commune francophone de Belgique située en Région wallonne dans la province du Brabant wallon.,arrondissement administratif de Nivelles,Orp-Jauche,7647766,Orp-Jauche,Brabant Wallon,Orp-Jauche,5960,1350,25120
Orp-le-Grand,Orp-le-Grand,https://fr.wikipedia.org/wiki/Orp-le-Grand,912131,2730,"Orp-le-Grand (en wallon Oû-l'-Grand) est une section de la commune belge d'Orp-Jauche située en Région wallonne dans la province du Brabant wallon. Il se trouve précisément à l'extrême est du Brabant wallon, aux coordonnées 50° 42′ N, 4° 59′ E. Le village d'Orp-le-Grand regroupe à la fois les localités d'Orp-le-Petit et de Maret situés respectivement au Sud et au Nord du village dit d'Orp-le-Grand. L'autoroute Européenne E40 passe à proximité du Nord du village.
Il est traversé par la Petite Gette ainsi que le ruisseau Henri-Fontaine qui se jette dans cette dernière à hauteur d'Orp-le-Petit.
C'était une commune à part entière avant la fusion des communes de 1977.

",Orp-Jauche,Orp-le-Grand,2789621,Orp-Jauche,Brabant Wallon,Orp-le-Grand,5960,1350,25082
Orroir,Orroir,https://fr.wikipedia.org/wiki/Orroir,1591449,1133,"Orroir est une section de la commune belge du Mont-de-l'Enclus, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
 Portail du Hainaut",Mont-de-l'Enclus,Orroir,2789618,Mont-de-l'Enclus,Hainaut,Orroir,7572,7750,57061
Orsmaal,Orsmaal,https://nl.wikipedia.org/wiki/Orsmaal,329387,1506,"Orsmaal is een dorp in de Belgische provincie Vlaams-Brabant. Het maakt deel uit van de deelgemeente Orsmaal-Gussenhoven, behorende tot de Belgische gemeente Linter.",Linter,Orsmaal,2789615,Linter,Brabant-Flamand,Orsmaal-Gussenhoven,3350,3350,24132
Orsmaal-Gussenhoven,Orsmaal-Gussenhoven,https://fr.wikipedia.org/wiki/Orsmaal-Gussenhoven,3201140,930,"Orsmaal-Gussenhoven est une section de la commune belge de Linter située en Région flamande dans la province du Brabant flamand.
 Portail du Brabant flamand",Linter,Orsmaal-Gussenhoven,2789615,Linter,Brabant-Flamand,Orsmaal-Gussenhoven,3350,3350,24084
Ortho,Ortho,https://fr.wikipedia.org/wiki/Ortho,1002314,2667,"Ortho (en wallon Ortô) est une section de la ville belge de La Roche-en-Ardenne située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes de 1977.
Ortho n'est une commune de la province de Luxembourg que depuis 1839. Elle faisait partie avant cela du département de Sambre-et-Meuse. Elle fut créée sous le régime français par la réunion des localités de Buisson, Ferme au Pont, Floumont, Herlinval, Hubermont, Mousny, Nisramont, Ortho, Roupage, Thimont, Vieux Pont, Vivier et Warempage.",La Roche-en-Ardenne,Ortho,2789612,La Roche-en-Ardenne,Luxembourg,Ortho,6983,6983,83043
Ostiches,Ostiches,https://fr.wikipedia.org/wiki/Ostiches,750136,3895,"Ostiches est une section de la ville belge d'Ath située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.
Le village est réputé pour son moulin du XIXe siècle, son église, sa forge et sa place, tous quatre récemment restaurés ainsi qu'en 2012 par la remise en état de sa chapelle de ""Notre Dame de la bonne mort et de toute peine"" par son propriétaire. Ostiches est un village centré sur l'agriculture. Il abrite d'ailleurs un nombre important d'exploitations agricoles, certaines particulièrement anciennes. Depuis 2007, la forge, faisant partie de l'ASBL ""Les Blancs Mongnîs"", est entretenue par des bénévoles qui organisent des activités relatives au travail du fer (coutellerie, ferrage de chevaux, fabrication d'armures, fer forgé...).
Chaque année, fin juin début juillet, a lieu la ducasse d'Ostiches, autour du géant local Prosper qui en 2017 a était reconstruit pour ces nouveaux porteurs La Fête au Moulin est organisée chaque premier dimanche de juillet par l'ASBL ""Les Blancs Mongnîs"" et attire chaque année une foule toujours importante.",Ath,Ostiches,2789591,Ath,Hainaut,Ostiches,7805,7804,51048
Otegem,Otegem,https://fr.wikipedia.org/wiki/Otegem,999655,1621,"Otegem est une section de la commune belge de Zwevegem, en province de Flandre-Occidentale. Jusqu'en 1977, c'était une commune à part entière.",Zwevegem,Otegem,2789588,Zwevegem,Flandre-Occidentale,Otegem,8562,8553,34030
