Column,unique_id_query,unique_id_match,wikipedia_link_fr,wikipedia_link_nl,google_book_query,nom_complet,ngram_match,wikidata_loc,recon_wikidata_loc,recon_wikidata_person,types,test_viaf,toponymName,fclName,commune,province,region,country,query_normalised,queries_ngrams,MATCH,types_Anne,equality_anne_ettore,nom_complet?,nom_complet_ailleurs?,comments_anne,comments_ettore,types_Ettore,queries,extract_geonames,extract_persons
650,49095-2137206,49095-2137206-raymond van thournout,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raymond thournout van""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raymond thournout van""~5","https://www.googleapis.com/books/v1/volumes?q=""raymond+van+thournout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,raymond van thournout,,,per,raymond van thournout,,,,,,,raymond van thournout,3,raymond van thournout,per,True,True,,,,per,raymond van thournout,,raymond van thournout
651,49167-2140316,49167-2140316-wilmot de belva,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belva de wilmot""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""belva de wilmot""~5","https://www.googleapis.com/books/v1/volumes?q=""wilmot+de+belva""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,wilmot de belva,,,per,wilmot de belva,,,,,,,wilmot de belva,3,wilmot de belva,per,True,True,,,,per,wilmot de belva,belva,belva de
652,49230-2142098,49230-2142098-françois châtelet,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chatelet francois""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""chatelet francois""~5","https://www.googleapis.com/books/v1/volumes?q=""fran%C3%A7ois+ch%C3%A2telet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,françois châtelet,,Q3084256,per,françois châtelet,,,,,,,françois châtelet,2,françois châtelet,per,True,True,,,,per,françois châtelet,chatelet,francois chatelet
653,49472-2146819,49472-2146819-fortamps,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fortamps metairie seigneurie""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fortamps metairie seigneurie""~5","https://www.googleapis.com/books/v1/volumes?q=""m%C3%A9tairie+seigneurie+fortamps""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,fortamps,,,per,fortamps,,,,,,,métairie seigneurie fortamps,3,fortamps,per,True,False,,,,per,métairie seigneurie fortamps,,
654,49494-2147678,,,,,,,,,,,,,,,,,,veuves veuve vve,3,,,,,,,,,veuves veuve vve,,
655,49552-2149042,49552-2149042-la ferté bernard,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bernard ferte la""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bernard ferte la""~5","https://www.googleapis.com/books/v1/volumes?q=""la+fert%C3%A9+bernard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,la ferté bernard,,Q29377131,per,la ferté bernard,,,,,,,la ferté bernard,3,la ferté bernard,loc,True,False,false,,"ok, erreur",loc,la ferté bernard,la ferte,bernard la ferte
656,49843-2157001,49843-2157001-arthur romain,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""arthur romain""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""arthur romain""~5","https://www.googleapis.com/books/v1/volumes?q=""arthur+romain""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,arthur romain,,,per,arthur romain,,,,,,,arthur romain,2,arthur romain,per,True,True,,,,per,arthur romain,,arthur romain
657,49851-2157117,49851-2157117-geeter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geeter""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""geeter""~5","https://www.googleapis.com/books/v1/volumes?q=""geeter""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,geeter,,,per_ambig,geeter,,,,,,,geeter,1,geeter,per_ambig,True,False,,,,per_ambig,geeter,,
658,49884-2157911,49884-2157911-stade waremme,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stade waremme""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""stade waremme""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+waremme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,stade waremme,Q29436411,,loc,stade waremme,,POI,,Liège,Wallonia,Belgium,stade waremme,2,stade waremme,loc,True,False,false,,,loc,stade waremme,waremme,
659,50041-2161796,50041-2161796-linsel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""linsel""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""linsel""~5","https://www.googleapis.com/books/v1/volumes?q=""linsel""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,linsel,,,per,linsel,,,,,,,linsel,1,linsel,per,True,False,,,,per,linsel,,
660,50044-2161859,50044-2161859-schaerbeek,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""schaerbeek""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""schaerbeek""~5","https://www.googleapis.com/books/v1/volumes?q=""schaerbeek""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,schaerbeek,Q12887,,loc,schaerbeek,Schaerbeek,Section,Schaarbeek,Bruxelles-Capitale,Brussels Capital,Belgium,schaerbeek,1,schaerbeek,loc,True,,,,,loc,schaerbeek,schaerbeek,
661,50190-2167348,50190-2167348-valk,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valk""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""valk""~5","https://www.googleapis.com/books/v1/volumes?q=""valk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,valk,Q1879432,,ambig,valk,,,,,,,valk,1,valk,ambig,True,,,,,ambig,valk,valk,
662,50220-2167705,50220-2167705-alfred de laet,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alfred de laet""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alfred de laet""~5","https://www.googleapis.com/books/v1/volumes?q=""alfred+de+laet""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,3,alfred de laet,,,per,alfred de laet,,,,,,,alfred de laet,3,alfred de laet,per,True,True,,,,per,alfred de laet,,alfred de laet
663,50223-2167705,50223-2167705-buschmann,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""buschmann""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""buschmann""~5","https://www.googleapis.com/books/v1/volumes?q=""buschmann""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,buschmann,,,per,buschmann,,,,,,,buschmann,1,buschmann,per,True,False,false,,,per,buschmann,,
664,50230-2167777,50230-2167777-ben tahar,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ben tahar""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ben tahar""~5","https://www.googleapis.com/books/v1/volumes?q=""ben+tahar""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,2,ben tahar,,,per,ben tahar,,,,,,,ben tahar,2,ben tahar,per,True,False,true,"comme on en a discuté, nom constitué de 2 token (pas de prénom)",,per,ben tahar,,ben tahar
665,50258-2168257,,,,,,,,,,,,,,,,,,automobile,1,,,,,,,,,automobile,,
666,50521-2172741,50521-2172741-kanagawa,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kanagawa""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""kanagawa""~5","https://www.googleapis.com/books/v1/volumes?q=""kanagawa""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,kanagawa,Q127513,,loc,kanagawa,,,,,,Japan,kanagawa,1,kanagawa,loc,True,,,,,loc,kanagawa,,
667,50550-2174413,50550-2174413-edmond peny,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""edmond peny""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""edmond peny""~5","https://www.googleapis.com/books/v1/volumes?q=""edmond+peny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,edmond peny,,,per,edmond peny,,,,,,,edmond peny,2,edmond peny,per,True,True,,"c'est un nom de rue visiblement...
OK","peut-être, mais c'est aussi un nom de personne et on ne sait pas s'il recherche la rue ou la personne qui lui a donné son nom (recherche historique sur des personnalités locales)",per,edmond peny,,edmond peny
668,50644-2176940,50644-2176940-natoye,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""natoye""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""natoye""~5","https://www.googleapis.com/books/v1/volumes?q=""natoye""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,natoye,Q2219426,,loc,natoye,Natoye,Section,Hamois,Namur Province,Wallonia,Belgium,natoye,1,natoye,loc,True,,,,,loc,natoye,natoye,
669,50722-2179262,,,,,,,,,,,,,,,,,,manifestation gilles,2,,,,,,,,,manifestation gilles,,gilles manifestation
670,50903-2185928,50903-2185928-bonnot,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bonnot""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bonnot""~5","https://www.googleapis.com/books/v1/volumes?q=""bonnot""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,bonnot,,,per,bonnot,,,,,,,bonnot,1,bonnot,per,True,False,,,,per,bonnot,,
671,50912-2186547,50912-2186547-david oyens,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""david oyens""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""david oyens""~5","https://www.googleapis.com/books/v1/volumes?q=""david+oyens""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,david oyens,,Q12013254,per,david oyens,,,,,,,david oyens,2,david oyens,per,True,True,,,,per,david oyens,,david oyens
672,50937-2188116,50937-2188116-gustave gérard,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gustave gerard""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""gustave gerard""~5","https://www.googleapis.com/books/v1/volumes?q=""gustave+g%C3%A9rard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,gustave gérard,,,per,gustave gérard,,,,,,,gustave gérard,2,gustave gérard,per,True,True,,,,per,gustave gérard,,gustave gerard
673,50970-2189120,50970-2189120-prosper,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""prosper""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""prosper""~5","https://www.googleapis.com/books/v1/volumes?q=""prosper""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,prosper,,,per,prosper,,,,,,,prosper,1,prosper,per,True,False,,que prénom,,per,prosper,,
674,50992-2189932,50992-2189932-nelis,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nelis""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""nelis""~5","https://www.googleapis.com/books/v1/volumes?q=""nelis""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,nelis,,,per,nelis,,,,,,,nelis,1,nelis,per,True,False,,,,per,nelis,,
675,51005-2190266,51005-2190266-genin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bellecourt genin""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""bellecourt genin""~5","https://www.googleapis.com/books/v1/volumes?q=""genin+bellecourt""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,genin,,,per,genin,,,,,,,genin bellecourt,2,genin,per,True,False,,,,per,genin bellecourt,bellecourt,genin bellecourt
676,51005-2190266,51005-2190266-bellecourt,,,,,,,,,,,,,,,,,genin bellecourt,2,bellecourt,loc,True,,,,,loc,genin bellecourt,bellecourt,genin bellecourt
677,51182-2193696,51182-2193696-georges steveny,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""georges steveny""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""georges steveny""~5","https://www.googleapis.com/books/v1/volumes?q=""georges+steveny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,georges steveny,,,per,georges steveny,,,,,,,georges steveny,2,georges steveny,per,True,True,,,,per,georges steveny,,georges steveny
678,51280-2195899,51280-2195899-capon,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""capon""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""capon""~5","https://www.googleapis.com/books/v1/volumes?q=""capon""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,capon,,,per,capon,,,,,,,capon,1,capon,per,True,False,,,,per,capon,,
679,51429-2199356,51429-2199356-guerin,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assaut guerin""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""assaut guerin""~5","https://www.googleapis.com/books/v1/volumes?q=""guerin+assaut""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,guerin,,,per,guerin,,,,,,,guerin assaut,2,guerin,per,True,False,,,,per,guerin assaut,,guerin assaut
680,51503-2200604,51503-2200604-léonie renard,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leonie renard""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""leonie renard""~5","https://www.googleapis.com/books/v1/volumes?q=""l%C3%A9onie+renard""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,léonie renard,,,per,léonie renard,,,,,,,léonie renard,2,léonie renard,per,True,True,,,,per,léonie renard,,leonie renard
681,51609-2202027,51609-2202027-spreutels,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spreutels""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""spreutels""~5","https://www.googleapis.com/books/v1/volumes?q=""spreutels""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,spreutels,,,per,spreutels,,,,,,,spreutels,1,spreutels,per,True,False,,,,per,spreutels,,
682,51718-2205590,51718-2205590-baesrode,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baesrode""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""baesrode""~5","https://www.googleapis.com/books/v1/volumes?q=""baesrode""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,baesrode,Q787775,,loc,baesrode,Baasrode,Section,Dendermonde,East Flanders Province,Flanders,Belgium,baesrode,1,baesrode,loc,True,,,,,loc,baesrode,baesrode,
683,51804-2207871,51804-2207871-minart,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""minartenfant prodigue""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""minartenfant prodigue""~5","https://www.googleapis.com/books/v1/volumes?q=""minartenfant+prodigue""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,minart,,,ambig,minart,,,,,,,minartenfant prodigue,2,minart,ambig,True,,,,,ambig,minartenfant prodigue,,
684,51832-2208204,51832-2208204-defreyne,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne torhout""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne torhout""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+torhout""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,defreyne,,,per,defreyne,,,,,,,defreyne torhout,2,defreyne,per,True,False,,,,per,defreyne torhout,torhout,
685,51832-2208204,51832-2208204-torhout,,,,,,,,,,,,,,,,,defreyne torhout,2,torhout,loc,True,,,,,loc,defreyne torhout,torhout,
686,51834-2208204,51834-2208204-defreyne,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne wynendaele""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""defreyne wynendaele""~5","https://www.googleapis.com/books/v1/volumes?q=""defreyne+wynendaele""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,defreyne,,,per,defreyne,,,,,,,defreyne wynendaele,2,defreyne,per,True,False,,,,per,defreyne wynendaele,wynendaele,
687,51834-2208204,51834-2208204-wynendaele,,,,,,,,,,,,,,,,,defreyne wynendaele,2,wynendaele,loc,True,,,,,loc,defreyne wynendaele,wynendaele,
688,51845-2208485,51845-2208485-proli,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""proli""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""proli""~5","https://www.googleapis.com/books/v1/volumes?q=""proli""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,proli,,,per,proli,,,,,,,proli,1,proli,per,True,False,,,,per,proli,,
689,51888-2209578,51888-2209578-berchem,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""berchem coveliers fabrique""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""berchem coveliers fabrique""~5","https://www.googleapis.com/books/v1/volumes?q=""berchem+coveliers+fabrique""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,berchem,Q818804,,loc,berchem,Berchem,Section,Antwerpen,Antwerpen,Flanders,Belgium,berchem coveliers fabrique,3,berchem,loc,True,,,,,loc,berchem coveliers fabrique,berchem,
690,51888-2209578,51888-2209578-coveliers,,,,,,,,,,,,,,,,,berchem coveliers fabrique,3,coveliers,per,True,False,,,,per,berchem coveliers fabrique,berchem,
691,51923-2210578,51923-2210578-raviart,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raviart""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""raviart""~5","https://www.googleapis.com/books/v1/volumes?q=""raviart""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,raviart,,,per,raviart,,,,,,,raviart,1,raviart,per,True,False,,,,per,raviart,,
692,51936-2211145,51936-2211145-ligny,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ligny poison""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""ligny poison""~5","https://www.googleapis.com/books/v1/volumes?q=""poison+ligny""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,ligny,Q1642281,,loc,ligny,Ligny,Section,Sombreffe,Namur Province,Wallonia,Belgium,poison ligny,2,ligny,loc,True,,,,,loc,poison ligny,ligny,
693,52045-2212774,52045-2212774-fulgenzio,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fulgenzio""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""fulgenzio""~5","https://www.googleapis.com/books/v1/volumes?q=""fulgenzio""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,fulgenzio,,,per,fulgenzio,,,,,,,fulgenzio,1,fulgenzio,per,True,False,,,,per,fulgenzio,,
694,52058-2212877,52058-2212877-crick,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""crick""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""crick""~5","https://www.googleapis.com/books/v1/volumes?q=""crick""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,crick,Q2025703,Q123280,ambig,crick,,,,,,,crick,1,crick,per_ambig,True,False,,,ok,per_ambig,crick,,
695,52252-2217460,,,,,,,,,,,,,,,,,,grelle,1,,,,,,,,,grelle,,
696,52270-2218516,,,,,,,,,,,,,,,,,,malinois,1,,,,,,,,,malinois,,
697,52362-2220870,52362-2220870-stade heysel,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""heysel police stade""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""heysel police stade""~5","https://www.googleapis.com/books/v1/volumes?q=""stade+heysel+police""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,2,stade heysel,Q622671,,loc,stade heysel,,POI,Brussels,Brussels Capital,Brusseels Capital,Belgium,stade heysel police,3,stade heysel,loc,True,False,false,,,loc,stade heysel police,heysel,
698,52471-2223060,52471-2223060-transenter,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alccolisme mme transenter""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""alccolisme mme transenter""~5","https://www.googleapis.com/books/v1/volumes?q=""mme+transenter+alccolisme""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,transenter,,,per,transenter,,,,,,,mme transenter alccolisme,3,transenter,per,True,False,,,,per,mme transenter alccolisme,,
699,52513-2223993,52513-2223993-hoogendijk,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hoogendijk""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""hoogendijk""~5","https://www.googleapis.com/books/v1/volumes?q=""hoogendijk""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,hoogendijk,Q19256788,,per,hoogendijk,,,,,,,hoogendijk,1,hoogendijk,per,True,False,,,,per,hoogendijk,,
700,52539-2225567,52539-2225567-rotsaert,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""o rotsaert""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""o rotsaert""~5","https://www.googleapis.com/books/v1/volumes?q=""o.+rotsaert""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,rotsaert,,,per,rotsaert,,,,,,,o. rotsaert,2,rotsaert,per,True,False,,,,per,o. rotsaert,,
701,52624-2229092,52624-2229092-joeph straus,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joeph straus""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""joeph straus""~5","https://www.googleapis.com/books/v1/volumes?q=""joeph+straus""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",true,2,joeph straus,,,per,joeph straus,,,,,,,joeph straus,2,joeph straus,per,True,True,,,,per,joeph straus,,joeph straus
702,52628-2229093,52628-2229093-esneux,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""centenaire esneux""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""centenaire esneux""~5","https://www.googleapis.com/books/v1/volumes?q=""centenaire+esneux""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",,1,esneux,Q682271,,loc,esneux,Esneux,Commune,Esneux,Liège Province,Wallonia,Belgium,centenaire esneux,2,esneux,loc,True,,,,,loc,centenaire esneux,esneux,
703,52721-2232719,52721-2232719-mélidès,"https://fr.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""melides""~5","https://nl.wikipedia.org/w/index.php?title=Special:Search&cirrusDumpResult=&cirrusExplain=&search=""melides""~5","https://www.googleapis.com/books/v1/volumes?q=""m%C3%A9lid%C3%A8s""&country=BE&key=AIzaSyB29H1EJ9w9M11-b4oZrJg6SOXooeu394w",false,1,mélidès,,,per,mélidès,,,,,,,mélidès,1,mélidès,per,True,False,,,,per,mélidès,,
704,52755-2234369,,,,,,,,,,,,,,,,,,limnimétrie,1,,,,,,,,,limnimétrie,,
