nom_original,wikidata_link,wikidata_id,wikidata_name,geonames_be_match,noms_unifie,wiki_unified,hist,p_wordlength_unified,wiki_nl,wiki_by_region,geschiedenis,p_wordlength_nl,lang_wiki_unified,extract,type,CP,Code Ins,ins_commune_centrale,Région,Province,commune_centrale,population_commune_centrale_2017
Mont-Sainte-Geneviève,Mont-Sainte-Geneviève,Q1875907,Mont-Sainte-Geneviève,Mont-Sainte-Genevieve,Mont-Sainte-Geneviève,https://fr.wikipedia.org/wiki/Mont-Sainte-Geneviève,,5771,https://nl.wikipedia.org/wiki/Mont-Sainte-Genevi%C3%A8ve,https://fr.wikipedia.org/wiki/Mont-Sainte-Geneviève,,266,fr,"Mont-Sainte-Geneviève (en wallon Oumont) est un village sur les hauteurs de Sambre au nord de Lobbes, commune à laquelle le village est administrativement rattaché (Région wallonne dans la province de Hainaut, Belgique). C'était une commune à part entière avant la fusion des communes de 1977.
Mont-Sainte-Geneviève offre toujours la structure de village clairière entourée de bois. Les vastes étendues forestières ont joué un grand rôle dans la vie de la population en tant que ressources. Malgré la proximité des installations métallurgiques d’Hourpes, la commune est restée agricole.",Localité,6540,56056,56044,Wallonie,Hainaut,Lobbes,5777
,,,,,Mont-Sainte-Genevieve,https://fr.wikipedia.org/wiki/Mont-Sainte-Geneviève,,,,,,,,,,,56056,,,,,
MONT-SAINT-GUIBERT,Mont-Saint-Guibert,Q650152,Mont-Saint-Guibert,Mont-Saint-Guibert,Мон Сен Гибер,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,1010,https://nl.wikipedia.org/wiki/Mont-Saint-Guibert,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,933,fr,"Mont-Saint-Guibert est une commune francophone de Belgique située en Région wallonne dans la province du Brabant wallon.
Au 1er juillet 2004. La superficie totale est de 18,44 km².
Le territoire de Mont-Saint-Guibert est arrosé par l'Orne, affluent de la Thyle.",Commune,1435,25068,25068,Wallonie,Brabant wallon,Mont-Saint-Guibert,7446
,,,,,蒙－圣吉贝尔,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,Мон-Сен-Гибер,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,Mont-Sint-Wubert,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,MONT-SAINT-GUIBERT,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,meng-sheng ji bei er,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,mwn-sn-zhybh,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,مون-سن-ژیبه,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,Mont-Saint-Guibert,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,Mon Sen Giber,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
,,,,,Mon-Sen-Giber,https://fr.wikipedia.org/wiki/Mont-Saint-Guibert,,,,,,,,,,,25068,,,,,
Mont-sur-Marchienne,Mont-sur-Marchienne,Q843323,Mont-sur-Marchienne,Mont-sur-Marchienne,Mont-sur-Marchienne,https://fr.wikipedia.org/wiki/Mont-sur-Marchienne,Histoire,1570,https://nl.wikipedia.org/wiki/Mont-sur-Marchienne,https://fr.wikipedia.org/wiki/Mont-sur-Marchienne,,574,fr,"Mont-sur-Marchienne (en wallon Mont-dzeu-Mårciene) est une section de la ville belge de Charleroi située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977. Elle avait 14 300 habitants au moment de cette fusion.",Localité,6032,52050,52011,Wallonie,Hainaut,Charleroi,201256
,,,,,Charleroi (Mont-sur-Marchienne),https://fr.wikipedia.org/wiki/Mont-sur-Marchienne,,,,,,,,,,,52050,,,,,
Montzen,Montzen,Q652379,Montzen,Montzen,Plombières (Montzen),https://fr.wikipedia.org/wiki/Montzen,Histoire,1583,https://nl.wikipedia.org/wiki/Montzen,https://fr.wikipedia.org/wiki/Montzen,Geschiedenis,1899,fr,"Montzen (en francique ripuaire Moontse) est un village du plateau séparant la vallée de la Meuse et du Rhin, en Belgique. Proche des frontières des Pays-Bas et de l'Allemagne il fait administrativement partie de la commune de Plombières, située en Région wallonne dans la province de Liège. C'était une commune à part entière avant la fusion des communes de 1977.",Localité,4850,63053,63088,Wallonie,Liège,Plombières,10342
,,,,,Plombieres (Montzen),https://fr.wikipedia.org/wiki/Montzen,,,,,,,,,,,63053,,,,,
,,,,,Montzen,https://fr.wikipedia.org/wiki/Montzen,,,,,,,,,,,63053,,,,,
Moorsel,Moorsel,Q836859,Moorsel,Moorsel,Moorsel,https://fr.wikipedia.org/wiki/Moorsel (Flandre-Orientale),,459,https://nl.wikipedia.org/wiki/Moorsel_(Oost-Vlaanderen),https://nl.wikipedia.org/wiki/Moorsel_(Oost-Vlaanderen),,1415,fr,"Moorsel est une section de la ville belge d'Alost dans le Denderstreek, située en Région flamande dans la province de Flandre-Orientale. C'était une commune à part entière avant la fusion des communes de 1977.",Localité,9310,41042,41002,Flandre,Flandre-Orientale,Aalst,84859
Moorsele,Moorsele,Q780561,Moorsele,Moorsele,Moorsele,https://fr.wikipedia.org/wiki/Moorsele,,1186,https://nl.wikipedia.org/wiki/Moorsele,https://nl.wikipedia.org/wiki/Moorsele,Etymologie en geschiedenis,4187,fr,"Moorsele est une section de la commune belge de Wevelgem, en province de Flandre-Occidentale. C'était une commune à part entière jusqu'à la fusion des communes de 1977.",Localité,8560,34029,34041,Flandre,Flandre-Occidentale,Wevelgem,31457
,,,,,Moorseele,https://fr.wikipedia.org/wiki/Moorsele,,,,,,,,,,,34029,,,,,
MOORSLEDE,Moorslede,Q628733,Moorslede,Moorslede,Morslede,https://fr.wikipedia.org/wiki/Moorslede,,722,https://nl.wikipedia.org/wiki/Moorslede,https://nl.wikipedia.org/wiki/Moorslede,,1708,fr,Moorslede est une commune néerlandophone de Belgique située en Région flamande dans la province de Flandre-Occidentale.,Commune,8890,36012,36012,Flandre,Flandre-Occidentale,Moorslede,11015
,,,,,Môoslee,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,Moorslede,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,mo er si lai de,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,Морследе,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,莫尔斯莱德,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,MOORSLEDE,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,mwrslwd,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,Mooslee,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
,,,,,مورسلود,https://fr.wikipedia.org/wiki/Moorslede,,,,,,,,,,,36012,,,,,
Moortsele,Moortsele,Q686602,Moortsele,Moortsele,Moortzeele,https://fr.wikipedia.org/wiki/Moortsele,,373,https://nl.wikipedia.org/wiki/Moortsele,https://nl.wikipedia.org/wiki/Moortsele,Geschiedenis,709,fr,"Moortsele est une section de la commune belge d'Oosterzele située en Région flamande dans la province de Flandre-Orientale.
 Portail de la Flandre-Orientale",Localité,9860,44046,44052,Flandre,Flandre-Orientale,Oosterzele,13504
,,,,,Moortsele,https://fr.wikipedia.org/wiki/Moortsele,,,,,,,,,,,44046,,,,,
Mopertingen,Mopertingen,Q305293,Mopertingen,Mopertingen,Mopertingen,https://fr.wikipedia.org/wiki/Mopertingen,Histoire,714,https://nl.wikipedia.org/wiki/Mopertingen,https://nl.wikipedia.org/wiki/Mopertingen,Geschiedenis,2505,fr,Mopertingen est une section de la ville belge de Bilzen située en Région flamande dans la province de Limbourg.,Localité,3740,73055,73006,Flandre,Limbourg,Bilzen,32151
,,,,,Bilzen (Mopertingen),https://fr.wikipedia.org/wiki/Mopertingen,,,,,,,,,,,73055,,,,,
Moregem,Moregem,Q835750,Moregem,Moregem,Mooregem,https://fr.wikipedia.org/wiki/Moregem,,471,https://nl.wikipedia.org/wiki/Moregem,https://nl.wikipedia.org/wiki/Moregem,Geschiedenis,2594,fr,Moregem est une section de la commune belge de Wortegem-Petegem située en Région flamande dans la province de Flandre-Orientale.,Localité,9790,45025,45061,Flandre,Flandre-Orientale,Wortegem-Petegem,6399
,,,,,Moregem,https://fr.wikipedia.org/wiki/Moregem,,,,,,,,,,,45025,,,,,
Moresnet,Moresnet,Q3288073,Moresnet,Moresnet,Plombieres (Moresnet),https://fr.wikipedia.org/wiki/Moresnet,Histoire,1151,https://nl.wikipedia.org/wiki/Moresnet,https://fr.wikipedia.org/wiki/Moresnet,Geschiedenis,2780,fr,"Moresnet (en francique ripuaire Moresent, en allemand Alt Moresnet) est un village sur la Gueule, là où les trois frontières des Pays-Bas, de la Belgique et de l'Allemagne se rencontrent. Administrativement il fait partie de la commune de Plombières, dans la province de Liège, en Région wallonne de Belgique. C'était une commune à part entière avant la fusion des communes de 1977.
On y parle l'allemand et le français, car Moresnet est situé dans la communauté française de Belgique, bien qu'il soit frontalier de la communauté germanophone.",Localité,4850,63054,63088,Wallonie,Liège,Plombières,10342
,,,,,Moresnet,https://fr.wikipedia.org/wiki/Moresnet,,,,,,,,,,,63054,,,,,
,,,,,Plombières (Moresnet),https://fr.wikipedia.org/wiki/Moresnet,,,,,,,,,,,63054,,,,,
Morhet,Morhet,Q2158591,Morhet,Morhet,Morhet,https://fr.wikipedia.org/wiki/Morhet,Histoire,532,https://nl.wikipedia.org/wiki/Morhet,https://fr.wikipedia.org/wiki/Morhet,Geschiedenis,930,fr,"Morhet est une section de la commune belge de Vaux-sur-Sûre, située en Région wallonne dans la province de Luxembourg.
C'était une commune à part entière avant la fusion des communes du 17 juillet 1970.",Localité,6640,82021,82036,Wallonie,Luxembourg,Vaux-sur-Sûre,5581
Morialmé,Morialmé,Q2554224,Morialmé,Morialme,Morialme,https://fr.wikipedia.org/wiki/Morialmé,Histoire,9721,https://nl.wikipedia.org/wiki/Morialm%C3%A9,https://fr.wikipedia.org/wiki/Morialmé,,134,fr,"Morialmé [mɔʁiame] (en wallon Môriamé) est un village de l'Entre-Sambre-et-Meuse, en province de Namur (Belgique). Administrativement il fait aujourd'hui partie de la commune de Florennes en Région wallonne de Belgique. C'était une commune à part entière avant la fusion des communes de 1977.
Morialmé est rattaché à l'arrondissement administratif de Philippeville et à l'arrondissement judiciaire de Dinant.",Localité,5621,93044,93022,Wallonie,Namur,Florennes,11320
,,,,,Florennes (Morialmé),https://fr.wikipedia.org/wiki/Morialmé,,,,,,,,,,,93044,,,,,
,,,,,Morialmé,https://fr.wikipedia.org/wiki/Morialmé,,,,,,,,,,,93044,,,,,
,,,,,Florennes (Morialme),https://fr.wikipedia.org/wiki/Morialmé,,,,,,,,,,,93044,,,,,
Morkhoven,Morkhoven,Q2784093,Morkhoven,Morkhoven,Morckhoven,https://fr.wikipedia.org/wiki/Morkhoven,,360,https://nl.wikipedia.org/wiki/Morkhoven,https://nl.wikipedia.org/wiki/Morkhoven,Geschiedenis,239,fr,Morkhoven est une section de la ville belge de Herentals située en Région flamande dans la province d'Anvers.,Localité,2200,13026,13011,Flandre,Anvers,Herentals,27800
,,,,,Morkhoven,https://fr.wikipedia.org/wiki/Morkhoven,,,,,,,,,,,13026,,,,,
MORLANWELZ,Morlanwelz,Q668493,Morlanwelz,Morlanwelz,Morlanwelz,https://fr.wikipedia.org/wiki/Morlanwelz,,1222,https://nl.wikipedia.org/wiki/Morlanwelz,https://fr.wikipedia.org/wiki/Morlanwelz,,2194,fr,"Morlanwelz (prononcé : [mɔʀ.lɑ̃.we] ; en wallon Marlanwè) est une commune francophone de Belgique située en Région wallonne dans la province de Hainaut.
La commune fait partie de la région du Centre, avec 19 009 habitants répartis sur trois sections de commune que sont Morlanwelz-Mariemont, Carnières et Mont-Sainte-Aldegonde.
Les communes limitrophes sont La Louvière, Manage, Chapelle-lez-Herlaimont, Anderlues et Binche.",Commune,7140,56087,56087,Wallonie,Hainaut,Morlanwelz,19013
,,,,,Marlanwè,https://fr.wikipedia.org/wiki/Morlanwelz,,,,,,,,,,,56087,,,,,
,,,,,MORLANWELZ,https://fr.wikipedia.org/wiki/Morlanwelz,,,,,,,,,,,56087,,,,,
,,,,,Marlanwe,https://fr.wikipedia.org/wiki/Morlanwelz,,,,,,,,,,,56087,,,,,
Morlanwelz-Mariemont,Morlanwelz-Mariemont,Q2358095,Morlanwelz-Mariemont,Morlanwelz-Mariemont,Morlanwelz,https://fr.wikipedia.org/wiki/Morlanwelz-Mariemont,,474,https://nl.wikipedia.org/wiki/Morlanwelz-Mariemont,https://fr.wikipedia.org/wiki/Morlanwelz-Mariemont,,792,fr,"Morlanwelz-Mariemont est une section de la commune belge de Morlanwelz, située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,7140,56057,56087,Wallonie,Hainaut,Morlanwelz,19013
,,,,,Morlanwelz-Mariemont,https://fr.wikipedia.org/wiki/Morlanwelz-Mariemont,,,,,,,,,,,56057,,,,,
Mormont,Mormont,Q2552680,Mormont,Mormont,Mormont,https://fr.wikipedia.org/wiki/Mormont (Érezée),Histoire,2404,https://nl.wikipedia.org/wiki/Mormont_(%C3%89rez%C3%A9e),https://fr.wikipedia.org/wiki/Mormont (Érezée),Geschiedenis,705,fr,Mormont (en wallon Moirmont) est une section de la commune belge d'Érezée située en Région wallonne dans la province de Luxembourg.,Localité,6997,83038,83013,Wallonie,Luxembourg,Erezée,3216
Mornimont,Mornimont,Q2780714,Mornimont,Mornimont,Mornimont,https://fr.wikipedia.org/wiki/Mornimont,,676,https://nl.wikipedia.org/wiki/Mornimont,https://fr.wikipedia.org/wiki/Mornimont,,123,fr,"Mornimont (en wallon Mornîmont) est une section de la commune belge de Jemeppe-sur-Sambre située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
Depuis les années 1990, Mornimont est devenu célèbre pour sa brocante annuelle de début juillet. Cette brocante a supplanté les brocantes des villages voisins grâce à la présidence de Madame Andrée Housiaux.",Localité,5190,92090,92140,Wallonie,Namur,Jemeppe-sur-Sambre,18998
,,,,,Jemeppe-sur-Sambre (Mornimont),https://fr.wikipedia.org/wiki/Mornimont,,,,,,,,,,,92090,,,,,
Mortier,Mortier,Q2805664,Mortier,Mortier,Mortier,https://fr.wikipedia.org/wiki/Mortier (Belgique),Histoire,3660,https://nl.wikipedia.org/wiki/Mortier_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Mortier (Belgique),,304,fr,"Mortier (en wallon Moirtî) est une section de la commune belge de Blegny, située en Région wallonne dans la province de Liège. Ce village du pays de Herve se trouve au nord-est de la ville de Liège.
C'était une commune à part entière avant la fusion des communes de 1977. Mortier fit partie de l'ancien comté de Dalhem.",Localité,4670,62074,62119,Wallonie,Liège,Blegny,13212
,,,,,Blegny (Mortier),https://fr.wikipedia.org/wiki/Mortier (Belgique),,,,,,,,,,,62074,,,,,
,,,,,Blégny (Mortier),https://fr.wikipedia.org/wiki/Mortier (Belgique),,,,,,,,,,,62074,,,,,
Mortroux,Mortroux,Q2741938,Mortroux,Mortroux,Dalhem (Mortroux),https://fr.wikipedia.org/wiki/Mortroux (Dalhem),Histoire,970,https://nl.wikipedia.org/wiki/Mortroux_(Belgi%C3%AB),https://fr.wikipedia.org/wiki/Mortroux (Dalhem),Geschiedenis,1077,fr,"Mortroux (en wallon Mwètroû) est une section de la commune belge de Dalhem située en Région wallonne dans la province de Liège.
C'était une commune à part entière avant la fusion des communes de 1977.
Les habitants de Mortroux s'appellent les Mortrousiens et les Mortrousiennes. Le village est situé au confluent de la Berwinne et du ruisseau d'Asse. Il comporte une église, un manège et un monument aux morts des deux guerres mondiales.
Chaque année, il y a la fête à Mortroux. Elle se déroule le premier week-end de septembre. La jeunesse de ce village s'appelle les groupirs et elle a eu 30 ans en septembre 2009.",Localité,4607,62075,62027,Wallonie,Liège,Dalhem,7331
,,,,,Mortroux,https://fr.wikipedia.org/wiki/Mortroux (Dalhem),,,,,,,,,,,62075,,,,,
MORTSEL,Mortsel,Q688781,Mortsel,Mortsel,Mortensella,https://fr.wikipedia.org/wiki/Mortsel,Histoire,3958,https://nl.wikipedia.org/wiki/Mortsel,https://nl.wikipedia.org/wiki/Mortsel,Geschiedenis,13766,fr,"Mortsel est une ville néerlandophone de Belgique située en région flamande, dans la province d'Anvers.",Ville,2640,11029,11029,Flandre,Anvers,Mortsel,25588
,,,,,Mortsel,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,مرتزل,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,mrtzl,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,莫策尔,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,mo ce er,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,Мортсел,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
,,,,,MORTSEL,https://fr.wikipedia.org/wiki/Mortsel,,,,,,,,,,,11029,,,,,
Morville,Morville,Q2625098,Morville,Morville,Morville,https://fr.wikipedia.org/wiki/Morville (Florennes),Histoire,5596,https://nl.wikipedia.org/wiki/Morville_(Namen),https://fr.wikipedia.org/wiki/Morville (Florennes),,112,fr,Morville (en wallon Marveye) est une section de la commune belge de Florennes située en Région wallonne dans la province de Namur. C'était une commune à part entière avant la fusion des communes de 1977.,Localité,5620,93045,93022,Wallonie,Namur,Florennes,11320
Moulbaix,Moulbaix,Q949472,Moulbaix,Moulbaix,Moulbaix,https://fr.wikipedia.org/wiki/Moulbaix,,1379,https://nl.wikipedia.org/wiki/Moulbaix,https://fr.wikipedia.org/wiki/Moulbaix,,575,fr,Moulbaix (en picard Moulbé) est une section de la ville belge d’Ath située en Région wallonne dans la province de Hainaut. C'était une commune à part entière avant la fusion des communes de 1977.,Localité,7812,51044,51004,Wallonie,Hainaut,Ath,29074
Mourcourt,Mourcourt,Q2677639,Mourcourt,Mourcourt,Mourcourt,https://fr.wikipedia.org/wiki/Mourcourt,,553,https://nl.wikipedia.org/wiki/Mourcourt,https://fr.wikipedia.org/wiki/Mourcourt,,651,fr,"Mourcourt est une section de la ville belge de Tournai, située en Région wallonne dans la province de Hainaut. C'était une commune à part entière avant la fusion des communes de 1977.
Ce petit village, entouré de champs et de prairies, se situe sur les pentes du Mont-Saint-Aubert, à 7 km au nord-est de Tournai.",Localité,7543,57057,57081,Wallonie,Hainaut,Tournai,69493
MOUSCRON,Mouscron,Q220145,Mouscron,Mouscron,Moeskroen,https://fr.wikipedia.org/wiki/Mouscron,Histoire,16370,https://nl.wikipedia.org/wiki/Moeskroen,https://fr.wikipedia.org/wiki/Mouscron,,3705,fr,"Mouscron [mukrɔ̃] (en néerlandais Moeskroen, en picard Moucron) est une ville francophone à facilités de Belgique située en Région wallonne, chef-lieu d'arrondissement dans la province de Hainaut. Mouscron fait également partie du Hainaut Occidental, mais aussi de la région culturelle de la Flandre romane. Le symbole de la ville est le Hurlu, personnage qui écumait les campagnes de la région lors des guerres de religion et vivait de vols et exactions en tous genres. La Fête des Hurlus ou fête de la ville est célébrée chaque année lors du premier week-end d'octobre. La ville a connu un essor important au XIXe siècle et surtout au début du XXe siècle avec le développement de l'industrie textile dans le nord de la France. Ses habitants s'appellent les Mouscronnois. Avec Lille et les villes de l'ancien bassin minier du Nord-Pas-de-Calais, elle intègre aussi un ensemble métropolitain de près de 3,8 millions d'habitants, appelé « aire métropolitaine de Lille ».",Ville,7700,54007,54007,Wallonie,Hainaut,Mouscron,57773
,,,,,Musera,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,ムスクロン,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Mukronas,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,musukuron,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Moucron,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,MOUSCRON,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,MWW,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,mwzkrwn,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Moeschroên,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Muskrono,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Mouscron,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,무스크롱,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,museukeulong,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,موزکرون,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Muskron,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Moeschroen,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
,,,,,Мускрон,https://fr.wikipedia.org/wiki/Mouscron,,,,,,,,,,,54007,,,,,
Moustier (-lez-Frasnes),Moustier,Q893311,Moustier,Moustier,Moustier,https://fr.wikipedia.org/wiki/Moustier (Hainaut),Histoire,9836,https://nl.wikipedia.org/wiki/Moustier_(Henegouwen),https://fr.wikipedia.org/wiki/Moustier (Hainaut),,657,fr,"Moustier (en wallon Moutiè) est une section de la commune belge de Frasnes-lez-Anvaing située en Région wallonne dans la province de Hainaut.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,7911,51045,51065,Wallonie,Hainaut,Frasnes-lez-Anvaing,11752
,,,,,Moustier (-lez-Frasnes),https://fr.wikipedia.org/wiki/Moustier (Hainaut),,,,,,,,,,,51045,,,,,
Moustier (-sur-Sambre),Moustier-sur-Sambre,Q3326401,Moustier-sur-Sambre,Moustier-sur-Sambre,Jemeppe-sur-Sambre (Moustier-sur-Sambre),https://fr.wikipedia.org/wiki/Moustier-sur-Sambre,Histoire,2511,https://nl.wikipedia.org/wiki/Moustier_(Namen),https://fr.wikipedia.org/wiki/Moustier-sur-Sambre,,156,fr,Moustier-sur-Sambre (en wallon Moustî-so-Sambe) est une section de la commune belge de Jemeppe-sur-Sambre située en Région wallonne dans la province de Namur.,Localité,5190,92091,92140,Wallonie,Namur,Jemeppe-sur-Sambre,18998
,,,,,Moustier,https://fr.wikipedia.org/wiki/Moustier-sur-Sambre,,,,,,,,,,,92091,,,,,
,,,,,Moustier-sur-Sambre,https://fr.wikipedia.org/wiki/Moustier-sur-Sambre,,,,,,,,,,,92091,,,,,
,,,,,Moustier (-sur-Sambre),https://fr.wikipedia.org/wiki/Moustier-sur-Sambre,,,,,,,,,,,92091,,,,,
Mouzaive,Mouzaive,Q2454905,Mouzaive,Mouzaive,Mouzaive,https://fr.wikipedia.org/wiki/Mouzaive,,441,https://nl.wikipedia.org/wiki/Mouzaive,https://fr.wikipedia.org/wiki/Mouzaive,,526,fr,"Mouzaive est une section de la commune belge de Vresse-sur-Semois située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.",Localité,5550,91096,91143,Wallonie,Namur,Vresse-sur-Semois,2678
Moxhe,Moxhe,Q2693401,Moxhe,Moxhe,Hannut (Moxhe),https://fr.wikipedia.org/wiki/Moxhe,Éléments d’histoire,1226,https://nl.wikipedia.org/wiki/Moxhe,https://fr.wikipedia.org/wiki/Moxhe,Geschiedenis,1358,fr,"Moxhe est un village de Hesbaye, à quelques kilomètres au sud de la ville de Hannut (Province de Liège en Belgique) dont il fait aujourd’hui administrativement partie. C'était une commune à part entière avant la fusion des communes de 1977.
Située sur la RN 80, allant de Hannut à Namur, et en bordure du parc naturel des vallées de la Burdinale, le village est traversé par la Mehaigne, un petit affluent de la Meuse (rive gauche).",Localité,4280,64051,64034,Wallonie,Liège,Hannut,16254
,,,,,Moxhe,https://fr.wikipedia.org/wiki/Moxhe,,,,,,,,,,,64051,,,,,
Mozet,Mozet,Q3011128,Mozet,Mozet,Mozet,https://fr.wikipedia.org/wiki/Mozet,Histoire,717,https://nl.wikipedia.org/wiki/Mozet,https://fr.wikipedia.org/wiki/Mozet,,274,fr,"Mozet (en wallon Mozet) est une section de la commune belge de Gesves située en Région wallonne dans la province de Namur.
C'était une commune à part entière avant la fusion des communes de 1977.
Mozet fait partie de l'association qui regroupe les plus beaux villages de Wallonie.
Ce village est arrosé par le ruisseau du Tronquoy, affluent du Samson et sous-affluent de la Meuse.

",Localité,5340,92092,92054,Wallonie,Namur,Gesves,7171
,,,,,Gesves (mozet),https://fr.wikipedia.org/wiki/Mozet,,,,,,,,,,,92092,,,,,
Muizen,Muizen,Q2498309,Muizen,Muizen,Gingelom (Muizen),https://fr.wikipedia.org/wiki/Muizen (Anvers),,354,https://nl.wikipedia.org/wiki/Muizen_(Mechelen),https://nl.wikipedia.org/wiki/Muizen_(Mechelen),Geschiedenis,1272,fr,"Muizen est une section de la ville belge de Malines située en Région flamande dans la province d'Anvers.
 Portail d’Anvers et sa province",Localité,2812,23054,12025,Flandre,Anvers,Mechelen,85665
,,,,,Muysen,https://fr.wikipedia.org/wiki/Muizen (Anvers),,,,,,,,,,,23054,,,,,
,,,,,Muizen,https://fr.wikipedia.org/wiki/Muizen (Anvers),,,,,,,,,,,23054,,,,,
Muizen,Muizen,Q2756401,Muizen,Muizen,Gingelom (Muizen),https://fr.wikipedia.org/wiki/Muizen (Limbourg),,393,https://nl.wikipedia.org/wiki/Muizen_(Gingelom),https://nl.wikipedia.org/wiki/Muizen_(Gingelom),Geschiedenis,1485,fr,Muizen est une section de la commune belge de Gingelom située en Région flamande dans la province de Limbourg.,Localité,3891,71041,71017,Flandre,Limbourg,Gingelom,8394
,,,,,Muysen,https://fr.wikipedia.org/wiki/Muizen (Limbourg),,,,,,,,,,,71041,,,,,
,,,,,Muizen,https://fr.wikipedia.org/wiki/Muizen (Limbourg),,,,,,,,,,,71041,,,,,
Mullem,Mullem,Q2652997,Mullem,Mullem,Mulheim,https://fr.wikipedia.org/wiki/Mullem,,432,https://nl.wikipedia.org/wiki/Mullem,https://nl.wikipedia.org/wiki/Mullem,,1096,fr,Mullem est une section de la ville belge d'Audenarde située en Région flamande dans la province de Flandre-Orientale.,Localité,9700,45026,45035,Flandre,Flandre-Orientale,Oudenaarde,30972
,,,,,Mullem,https://fr.wikipedia.org/wiki/Mullem,,,,,,,,,,,45026,,,,,
